Primary.Site,Case.ID,tissue
Brain,TCGA-HT-7688-01A,Brain
Brain,TCGA-HT-7689-01A,Brain
Brain,TCGA-HT-7690-01A,Brain
Brain,TCGA-HT-7691-01A,Brain
Brain,TCGA-HT-7692-01A,Brain
Brain,TCGA-HT-7693-01A,Brain
Brain,TCGA-HT-7694-01A,Brain
Brain,TCGA-HT-7695-01A,Brain
Brain,TCGA-HT-7854-01A,Brain
Brain,TCGA-HT-7855-01A,Brain
Brain,TCGA-HT-7856-01A,Brain
Brain,TCGA-HT-7857-01A,Brain
Brain,TCGA-HT-7858-01A,Brain
Brain,TCGA-HT-7860-01A,Brain
Brain,TCGA-HT-7873-01B,Brain
Brain,TCGA-HT-7874-01A,Brain
Brain,TCGA-HT-7875-01A,Brain
Brain,TCGA-HT-7877-01A,Brain
Brain,TCGA-HT-7879-01A,Brain
Brain,TCGA-HT-7880-01A,Brain
Brain,TCGA-HT-7881-01A,Brain
Brain,TCGA-HT-7882-01A,Brain
Brain,TCGA-HT-7884-01B,Brain
Brain,TCGA-HT-7902-01A,Brain
Brain,TCGA-HT-8010-01A,Brain
Brain,TCGA-HT-8011-01A,Brain
Brain,TCGA-HT-8012-01A,Brain
Brain,TCGA-HT-8013-01A,Brain
Brain,TCGA-HT-8015-01B,Brain
Brain,TCGA-HT-8018-01A,Brain
Brain,TCGA-HT-8019-01A,Brain
Brain,TCGA-HT-8104-01A,Brain
Brain,TCGA-HT-8105-01A,Brain
Brain,TCGA-HT-8107-01A,Brain
Brain,TCGA-HT-8108-01A,Brain
Brain,TCGA-HT-8109-01A,Brain
Brain,TCGA-HT-8110-01A,Brain
Brain,TCGA-HT-8111-01A,Brain
Brain,TCGA-HT-8113-01A,Brain
Brain,TCGA-HT-8114-01A,Brain
Brain,TCGA-HT-8558-01A,Brain
Brain,TCGA-HT-8563-01A,Brain
Brain,TCGA-HT-8564-01A,Brain
Brain,TCGA-HT-A4DS-01A,Brain
Brain,TCGA-HT-A4DV-01A,Brain
Brain,TCGA-HT-A5R5-01A,Brain
Brain,TCGA-HT-A5R7-01A,Brain
Brain,TCGA-HT-A5R9-01A,Brain
Brain,TCGA-HT-A5RA-01A,Brain
Brain,TCGA-HT-A5RB-01A,Brain
Brain,TCGA-HT-A5RC-01A,Brain
Brain,TCGA-HT-A614-01A,Brain
Brain,TCGA-HT-A615-01A,Brain
Brain,TCGA-HT-A616-01A,Brain
Brain,TCGA-HT-A617-01A,Brain
Brain,TCGA-HT-A618-01A,Brain
Brain,TCGA-HT-A619-01A,Brain
Brain,TCGA-HT-A61A-01A,Brain
Brain,TCGA-HT-A61B-01A,Brain
Brain,TCGA-HT-A61C-01A,Brain
Brain,TCGA-HT-A74H-01A,Brain
Brain,TCGA-HT-A74K-01A,Brain
Brain,TCGA-HT-A74L-01A,Brain
Brain,TCGA-HT-A74O-01A,Brain
Brain,TCGA-HW-7486-01A,Brain
Brain,TCGA-HW-7487-01A,Brain
Brain,TCGA-HW-7489-01A,Brain
Brain,TCGA-HW-7490-01A,Brain
Brain,TCGA-HW-7491-01A,Brain
Brain,TCGA-HW-7493-01A,Brain
Brain,TCGA-HW-7495-01A,Brain
Brain,TCGA-HW-8319-01A,Brain
Brain,TCGA-HW-8320-01A,Brain
Brain,TCGA-HW-8321-01A,Brain
Brain,TCGA-HW-8322-01A,Brain
Brain,TCGA-HW-A5KJ-01A,Brain
Brain,TCGA-HW-A5KK-01A,Brain
Brain,TCGA-HW-A5KL-01A,Brain
Brain,TCGA-HW-A5KM-01A,Brain
Brain,TCGA-IK-7675-01A,Brain
Brain,TCGA-IK-8125-01A,Brain
Brain,TCGA-KT-A74X-01A,Brain
Brain,TCGA-KT-A7W1-01A,Brain
Brain,TCGA-P5-A5ET-01A,Brain
Brain,TCGA-P5-A5EU-01A,Brain
Brain,TCGA-P5-A5EV-01A,Brain
Brain,TCGA-P5-A5EW-01A,Brain
Brain,TCGA-P5-A5EX-01A,Brain
Brain,TCGA-P5-A5EY-01A,Brain
Brain,TCGA-P5-A5EZ-01A,Brain
Brain,TCGA-P5-A5F0-01A,Brain
Brain,TCGA-P5-A5F1-01A,Brain
Brain,TCGA-P5-A5F2-01A,Brain
Brain,TCGA-P5-A5F4-01A,Brain
Brain,TCGA-P5-A5F6-01A,Brain
Brain,TCGA-P5-A72U-01A,Brain
Brain,TCGA-P5-A72W-01A,Brain
Brain,TCGA-P5-A72X-01A,Brain
Brain,TCGA-P5-A72Z-01A,Brain
Brain,TCGA-P5-A730-01A,Brain
Brain,TCGA-P5-A731-01A,Brain
Brain,TCGA-P5-A733-01A,Brain
Brain,TCGA-P5-A735-01A,Brain
Brain,TCGA-P5-A736-01A,Brain
Brain,TCGA-P5-A737-01A,Brain
Brain,TCGA-P5-A77W-01A,Brain
Brain,TCGA-P5-A77X-01A,Brain
Brain,TCGA-P5-A780-01A,Brain
Brain,TCGA-P5-A781-01A,Brain
Brain,TCGA-QH-A65R-01A,Brain
Brain,TCGA-QH-A65S-01A,Brain
Brain,TCGA-QH-A65V-01A,Brain
Brain,TCGA-QH-A65X-01A,Brain
Brain,TCGA-QH-A65Z-01A,Brain
Brain,TCGA-QH-A6CS-01A,Brain
Brain,TCGA-QH-A6CU-01A,Brain
Brain,TCGA-QH-A6CV-01A,Brain
Brain,TCGA-QH-A6CX-01A,Brain
Brain,TCGA-QH-A6CY-01A,Brain
Brain,TCGA-QH-A6CZ-01A,Brain
Brain,TCGA-QH-A6X3-01A,Brain
Brain,TCGA-QH-A6X4-01A,Brain
Brain,TCGA-QH-A6X5-01A,Brain
Brain,TCGA-QH-A6X8-01A,Brain
Brain,TCGA-QH-A6X9-01A,Brain
Brain,TCGA-QH-A6XA-01A,Brain
Brain,TCGA-QH-A6XC-01A,Brain
Brain,TCGA-QH-A86X-01A,Brain
Brain,TCGA-QH-A870-01A,Brain
Brain,TCGA-R8-A6MK-01A,Brain
Brain,TCGA-R8-A6ML-01A,Brain
Brain,TCGA-R8-A6MO-01A,Brain
Brain,TCGA-R8-A6YH-01A,Brain
Brain,TCGA-R8-A73M-01A,Brain
Brain,TCGA-RY-A83X-01A,Brain
Brain,TCGA-RY-A83Y-01A,Brain
Brain,TCGA-RY-A83Z-01A,Brain
Brain,TCGA-RY-A840-01A,Brain
Brain,TCGA-RY-A843-01A,Brain
Brain,TCGA-RY-A845-01A,Brain
Brain,TCGA-RY-A847-01A,Brain
Brain,TCGA-S9-A6TS-01A,Brain
Brain,TCGA-S9-A6TU-01A,Brain
Brain,TCGA-S9-A6TV-01A,Brain
Brain,TCGA-S9-A6TW-01A,Brain
Brain,TCGA-S9-A6TX-01A,Brain
Brain,TCGA-S9-A6TY-01A,Brain
Brain,TCGA-S9-A6TZ-01A,Brain
Brain,TCGA-S9-A6U0-01A,Brain
Brain,TCGA-S9-A6U1-01A,Brain
Brain,TCGA-S9-A6U2-01A,Brain
Brain,TCGA-S9-A6U5-01A,Brain
Brain,TCGA-S9-A6U6-01A,Brain
Brain,TCGA-S9-A6U8-01A,Brain
Brain,TCGA-S9-A6U9-01A,Brain
Brain,TCGA-S9-A6UA-01A,Brain
Brain,TCGA-S9-A6UB-01A,Brain
Brain,TCGA-S9-A6WD-01A,Brain
Brain,TCGA-S9-A6WE-01A,Brain
Brain,TCGA-S9-A6WG-01A,Brain
Brain,TCGA-S9-A6WH-01A,Brain
Brain,TCGA-S9-A6WI-01A,Brain
Brain,TCGA-S9-A6WL-01A,Brain
Brain,TCGA-S9-A6WM-01A,Brain
Brain,TCGA-S9-A6WN-01A,Brain
Brain,TCGA-S9-A6WO-01A,Brain
Brain,TCGA-S9-A6WP-01A,Brain
Brain,TCGA-S9-A6WQ-01A,Brain
Brain,TCGA-S9-A7IQ-01A,Brain
Brain,TCGA-S9-A7IS-01A,Brain
Brain,TCGA-S9-A7IX-01A,Brain
Brain,TCGA-S9-A7IY-01A,Brain
Brain,TCGA-S9-A7IZ-01A,Brain
Brain,TCGA-S9-A7J0-01A,Brain
Brain,TCGA-S9-A7J1-01A,Brain
Brain,TCGA-S9-A7J2-01A,Brain
Brain,TCGA-S9-A7J3-01A,Brain
Brain,TCGA-S9-A7QW-01A,Brain
Brain,TCGA-S9-A7QX-01A,Brain
Brain,TCGA-S9-A7QY-01A,Brain
Brain,TCGA-S9-A7QZ-01A,Brain
Brain,TCGA-S9-A7R1-01A,Brain
Brain,TCGA-S9-A7R2-01A,Brain
Brain,TCGA-S9-A7R3-01A,Brain
Brain,TCGA-S9-A7R4-01A,Brain
Brain,TCGA-S9-A7R7-01A,Brain
Brain,TCGA-S9-A7R8-01A,Brain
Brain,TCGA-S9-A89V-01A,Brain
Brain,TCGA-S9-A89Z-01A,Brain
Brain,TCGA-TM-A7C3-01A,Brain
Brain,TCGA-TM-A7C4-01A,Brain
Brain,TCGA-TM-A7C5-01A,Brain
Brain,TCGA-TM-A7CA-01A,Brain
Brain,TCGA-TM-A7CF-01A,Brain
Brain,TCGA-TM-A7CF-02A,Brain
Brain,TCGA-TM-A84B-01A,Brain
Brain,TCGA-TM-A84C-01A,Brain
Brain,TCGA-TM-A84F-01A,Brain
Brain,TCGA-TM-A84G-01A,Brain
Brain,TCGA-TM-A84H-01A,Brain
Brain,TCGA-TM-A84I-01A,Brain
Brain,TCGA-TM-A84J-01A,Brain
Brain,TCGA-TM-A84L-01A,Brain
Brain,TCGA-TM-A84M-01A,Brain
Brain,TCGA-TM-A84O-01A,Brain
Brain,TCGA-TM-A84Q-01A,Brain
Brain,TCGA-TM-A84R-01A,Brain
Brain,TCGA-TM-A84S-01A,Brain
Brain,TCGA-TM-A84T-01A,Brain
Brain,TCGA-TQ-A7RF-01A,Brain
Brain,TCGA-TQ-A7RG-01A,Brain
Brain,TCGA-TQ-A7RH-01A,Brain
Brain,TCGA-TQ-A7RI-01A,Brain
Brain,TCGA-TQ-A7RJ-01A,Brain
Brain,TCGA-TQ-A7RK-01A,Brain
Brain,TCGA-TQ-A7RK-02A,Brain
Brain,TCGA-TQ-A7RK-02B,Brain
Brain,TCGA-TQ-A7RM-01A,Brain
Brain,TCGA-TQ-A7RN-01A,Brain
Brain,TCGA-TQ-A7RO-01A,Brain
Brain,TCGA-TQ-A7RP-01A,Brain
Brain,TCGA-TQ-A7RQ-01A,Brain
Brain,TCGA-TQ-A7RR-01A,Brain
Brain,TCGA-TQ-A7RS-01A,Brain
Brain,TCGA-TQ-A7RV-01A,Brain
Brain,TCGA-TQ-A7RV-02A,Brain
Brain,TCGA-TQ-A7RW-01A,Brain
Brain,TCGA-TQ-A8XE-01A,Brain
Brain,TCGA-TQ-A8XE-02A,Brain
Brain,TCGA-VM-A8C8-01A,Brain
Brain,TCGA-VM-A8C9-01A,Brain
Brain,TCGA-VM-A8CA-01A,Brain
Brain,TCGA-VM-A8CB-01A,Brain
Brain,TCGA-VM-A8CD-01A,Brain
Brain,TCGA-VM-A8CE-01A,Brain
Brain,TCGA-VM-A8CF-01A,Brain
Brain,TCGA-VM-A8CH-01A,Brain
Brain,TCGA-VV-A829-01A,Brain
Brain,TCGA-VV-A86M-01A,Brain
Brain,TCGA-VW-A7QS-01A,Brain
Brain,TCGA-VW-A8FI-01A,Brain
Brain,TCGA-W9-A837-01A,Brain
Brain,TCGA-WH-A86K-01A,Brain
Brain,TCGA-WY-A858-01A,Brain
Brain,TCGA-WY-A859-01A,Brain
Brain,TCGA-WY-A85A-01A,Brain
Brain,TCGA-WY-A85B-01A,Brain
Brain,TCGA-WY-A85C-01A,Brain
Brain,TCGA-WY-A85D-01A,Brain
Brain,TCGA-WY-A85E-01A,Brain
Liver and intrahepatic bile ducts,TCGA-2V-A95S-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9GS-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9GT-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9GU-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9GV-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9GW-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9GX-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9GY-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9GZ-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H0-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H1-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H2-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H3-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H4-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H5-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H6-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H7-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H8-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9H9-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9HA-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-2Y-A9HB-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-3K-AAZ8-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-4R-AA8I-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-5C-A9VG-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-5C-A9VH-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-5C-AAPD-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-5R-AA1C-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-5R-AA1D-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-5R-AAAM-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-4072-01B,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-4073-01B,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10Q-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10Q-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10R-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10R-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10S-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10T-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10T-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10U-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10U-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10W-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10W-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10X-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10X-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10Y-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10Y-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10Z-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A10Z-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A110-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A110-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A112-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A216-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A216-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A217-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A3KF-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A3KG-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A5W4-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A69H-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A69I-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BC-A8YO-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BD-A2L6-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BD-A2L6-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BD-A3EP-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BD-A3EP-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BD-A3ER-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BW-A5NO-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BW-A5NP-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-BW-A5NQ-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-5258-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-5259-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-5260-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-5261-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-5262-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-5263-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-5264-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A123-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A1HT-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A3M9-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A3MA-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A3MB-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A3MC-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A5UC-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A5UD-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A5UE-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A7IE-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A7IF-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A7IG-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A7IH-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A7II-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A7IJ-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A7IK-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A7IL-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A8HS-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A8HT-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A8HU-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A8HV-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A9FS-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A9FU-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A9FV-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-CC-A9FW-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A113-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A113-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A114-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A114-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A115-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A116-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A116-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A118-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A118-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A119-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A119-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A11A-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A11A-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A11B-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A11B-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A11C-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A11C-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A11D-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A11D-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EA-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EB-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EB-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EC-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EC-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1ED-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EE-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EE-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EF-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EG-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EG-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EH-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EH-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EI-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EI-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EJ-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EJ-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EK-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EL-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A1EL-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39V-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39V-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39W-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39W-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39X-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39X-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39Y-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39Z-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A39Z-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A1-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A1-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A2-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A2-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A3-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A3-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A4-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A4-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A5-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A5-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A6-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A6-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A7-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A8-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A8-11A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A3A9-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A4NA-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A4NB-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A4ND-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A4NE-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A4NF-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A4NG-01A,Liver and intrahepatic bile ducts
Liver and intrahepatic bile ducts,TCGA-DD-A4NH-01A,Liver and intrahepatic bile ducts
