,50,100,200,400,600,800,1000,1500,2000,2500,3000,4000,5000,6000,8000,10000,12000,14000,16000
1000-rRNA and ribosome,0.000180635,0.000181651,0.000177611,0.000181651,0.000328133,0.00099915,0.020843821,0.570605504,0.120244408,0.495480217,0.570169972,0.569878885,0.324840222,0.150158349,0.239902822,0.240258166,0.211777801,0.306578495,0.140595573
1500-rRNA and ribosome,0.000181651,0.000182672,0.000178614,0.000182672,0.000182672,0.000181651,0.00057729,0.472342387,0.306943283,0.879694432,1,0.733729996,0.969758933,0.649655411,0.518312821,0.596286622,0.87955925,0.54519851,0.130404137
50-tRNA related,0.037491666,0.025692445,0.02800934,0.007218778,0.000181651,0.000180635,0.000179623,0.000181651,0.000180635,0.000181651,0.000178614,0.000181651,0.000180635,0.000180635,0.000176611,0.000181651,0.000179623,0.000181651,0.000276259
100-tRNA related,0.005776979,0.004058091,0.005685558,0.002487539,0.000182672,0.000181651,0.000180635,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
200-tRNA related,0.034158618,0.025748081,0.020940354,0.007284557,0.000182672,0.000181651,0.000180635,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
400-tRNA related,0.939652346,1,0.733150311,0.733537187,0.011268247,0.000238266,0.000323056,0.000180635,0.000179623,0.000180635,0.000177611,0.000180635,0.000179623,0.000179623,0.000175616,0.000180635,0.000178614,0.000180635,0.00027455
600-tRNA related,0.000437455,0.00058284,0.000240866,0.000504076,0.019064815,0.705245644,0.161182771,0.001706249,0.001699395,0.00220222,0.002796242,0.001706249,0.001678936,0.001486576,0.00277567,0.001932109,0.001916926,0.001706249,0.002868209
800-tRNA related,0.001699395,0.001314945,0.001678936,0.00220222,0.004586392,0.150619672,0.343977587,0.000329839,0.000181651,0.000329839,0.000324742,0.000246128,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000439639,0.000277976
1000-tRNA related,0.000181651,0.000182672,0.000178614,0.000182672,0.000182672,0.000437455,0.049109975,0.150773338,0.019019749,0.10410989,0.12080465,0.120944632,0.06372225,0.031018805,0.02800934,0.04928076,0.037491666,0.081753583,0.019910163
1300-tRNA related,0.000181651,0.000329839,0.000240866,0.000329839,0.000768539,0.002816906,0.021037056,0.820263434,0.053632057,0.272314122,0.362535534,0.622914702,0.289555543,0.161340822,0.074891807,0.211949906,0.272314122,0.150465951,0.02735061
