gene_id,housekeeping_genes,high_corr,low_CV_rank,high_CV_rank,high_feature,tRNA_related,rRNA_ribosome,high_feature_2
ENSG00000146281.5,0,0,0,0,1,0,0,0
ENSG00000146282.16,1,0,0,0,0,1,0,0
ENSG00000146352.11,0,1,0,1,0,0,0,1
ENSG00000146360.8,0,0,0,1,0,0,0,0
ENSG00000146399.1,0,0,0,1,0,0,0,1
ENSG00000146409.9,0,0,0,0,1,0,0,0
ENSG00000146410.10,0,1,0,0,0,0,0,0
ENSG00000146414.14,0,1,0,0,0,0,0,0
ENSG00000146416.15,0,1,0,0,0,0,1,0
ENSG00000146425.9,1,0,1,0,0,0,0,0
ENSG00000146426.16,0,0,0,0,1,0,0,0
ENSG00000146453.11,0,0,0,1,0,0,0,1
ENSG00000146457.13,1,0,1,0,0,1,0,0
ENSG00000146463.10,0,0,1,0,1,0,0,0
ENSG00000146469.11,0,0,0,1,0,0,0,0
ENSG00000146476.9,0,0,0,0,1,0,0,0
ENSG00000146530.10,0,0,0,0,0,0,0,1
ENSG00000146535.12,0,1,1,0,0,0,0,0
ENSG00000146540.13,1,1,0,0,1,0,0,0
ENSG00000146576.11,0,0,0,0,1,0,0,0
ENSG00000146587.16,1,0,0,0,0,0,0,0
ENSG00000146670.8,0,1,0,0,0,0,0,0
ENSG00000146676.6,1,0,1,0,0,0,1,0
ENSG00000146678.8,0,0,0,1,0,0,0,1
ENSG00000146701.10,0,0,1,0,0,0,0,1
ENSG00000146729.8,0,0,1,0,0,1,0,0
ENSG00000146731.9,1,1,1,0,1,1,1,0
ENSG00000146755.9,0,0,0,1,0,0,0,0
ENSG00000146802.11,1,0,0,0,1,0,0,0
ENSG00000146809.11,0,0,0,1,0,0,0,0
ENSG00000146828.16,0,0,0,0,1,0,0,0
ENSG00000146830.9,0,0,1,0,0,0,0,0
ENSG00000146833.14,0,0,0,0,0,0,1,0
ENSG00000146834.12,1,0,1,0,0,0,0,0
ENSG00000146839.17,0,0,0,1,0,0,0,1
ENSG00000146842.15,0,0,0,0,1,0,0,0
ENSG00000146856.13,0,1,0,0,0,0,0,0
ENSG00000146857.3,0,0,0,1,0,0,0,1
ENSG00000146858.7,0,1,0,0,0,0,0,0
ENSG00000146872.16,0,0,1,0,1,0,0,0
ENSG00000146909.6,1,1,0,0,1,0,1,0
ENSG00000146910.10,0,0,0,1,0,0,0,1
ENSG00000146918.18,0,1,0,0,1,0,0,0
ENSG00000146926.9,0,0,0,1,0,0,0,1
ENSG00000146963.16,0,0,1,0,1,0,0,0
ENSG00000147003.5,0,0,0,1,0,0,0,0
ENSG00000147010.16,0,0,0,0,1,0,0,0
ENSG00000147027.3,0,1,0,0,0,0,0,0
ENSG00000147050.13,0,1,0,0,0,0,0,0
ENSG00000147065.15,0,0,1,0,0,0,0,1
ENSG00000147099.18,1,1,0,0,0,0,0,0
ENSG00000147118.9,0,0,0,0,1,0,0,0
ENSG00000147119.3,1,0,0,0,0,0,0,0
ENSG00000147121.14,0,0,0,0,1,0,0,0
ENSG00000147123.10,1,1,1,0,0,0,0,1
ENSG00000147124.11,1,0,0,0,1,0,0,0
ENSG00000147127.7,0,1,0,0,0,0,0,1
ENSG00000147130.13,0,0,1,0,0,0,0,0
ENSG00000147133.14,0,0,0,0,1,0,1,0
ENSG00000147140.14,1,0,1,0,0,0,0,0
ENSG00000147145.11,0,0,0,0,0,0,0,1
ENSG00000147160.8,0,0,0,1,0,0,0,0
ENSG00000147162.12,1,0,1,0,0,1,0,1
ENSG00000147164.10,1,0,1,0,1,0,0,0
ENSG00000147168.11,0,0,0,0,0,1,1,0
ENSG00000147202.16,0,0,0,0,0,1,0,0
ENSG00000147206.15,0,0,0,1,0,0,0,1
ENSG00000147223.5,0,0,0,1,0,0,0,1
ENSG00000147224.9,1,0,0,0,1,1,0,0
ENSG00000147246.8,0,0,0,1,0,0,0,1
ENSG00000147255.16,0,0,0,1,0,0,0,1
ENSG00000147256.9,0,0,0,1,0,0,0,1
ENSG00000147274.13,1,0,1,0,0,0,1,0
ENSG00000147316.11,1,0,0,0,1,0,0,0
ENSG00000147324.9,0,0,0,0,0,0,1,0
ENSG00000147364.15,0,1,0,0,1,0,0,0
ENSG00000147378.10,0,0,0,1,0,0,0,0
ENSG00000147381.10,0,0,0,1,0,0,0,1
ENSG00000147383.9,1,0,0,0,0,0,0,0
ENSG00000147394.17,0,1,0,0,0,0,0,0
ENSG00000147403.15,0,0,1,0,0,0,1,1
ENSG00000147416.9,0,0,1,0,0,0,0,0
ENSG00000147419.15,1,0,0,0,0,0,0,0
ENSG00000147439.10,0,0,0,0,1,0,0,0
ENSG00000147443.11,0,0,0,0,1,0,0,0
ENSG00000147454.12,0,0,0,0,0,0,1,0
ENSG00000147457.12,0,0,1,0,1,0,0,0
ENSG00000147465.10,0,0,0,1,0,0,1,0
ENSG00000147471.10,0,0,1,0,0,0,0,0
ENSG00000147475.13,0,0,1,0,0,0,1,0
ENSG00000147481.12,0,1,0,1,0,0,0,1
ENSG00000147488.10,0,0,0,1,0,0,0,0
ENSG00000147509.12,0,0,0,1,0,0,0,0
ENSG00000147533.15,1,0,1,0,1,0,0,0
ENSG00000147536.10,0,1,0,0,0,0,0,0
ENSG00000147548.15,0,0,1,0,1,0,0,0
ENSG00000147571.4,0,0,0,1,0,0,0,1
ENSG00000147573.15,0,0,0,1,0,0,0,1
ENSG00000147576.14,0,1,0,0,0,0,0,0
ENSG00000147586.8,1,0,0,0,1,0,1,0
ENSG00000147588.6,0,0,0,1,0,1,0,1
ENSG00000147596.3,0,0,0,1,0,0,0,0
ENSG00000147601.12,0,0,0,0,1,1,0,0
ENSG00000147604.12,0,0,1,0,0,0,1,1
ENSG00000147606.7,0,0,0,1,0,0,0,0
ENSG00000147613.6,0,0,0,1,0,0,0,1
ENSG00000147614.3,0,0,0,1,0,0,0,1
ENSG00000147647.11,0,1,0,1,0,0,0,0
ENSG00000147649.8,1,1,1,0,0,1,0,0
ENSG00000147654.13,1,0,0,0,1,0,0,0
ENSG00000147655.9,0,0,0,1,0,0,0,1
ENSG00000147669.9,1,0,0,0,0,0,1,0
ENSG00000147677.9,1,0,1,0,0,1,1,0
ENSG00000147679.10,1,1,0,0,1,0,1,0
ENSG00000147684.6,1,0,1,0,0,0,0,1
ENSG00000147687.15,1,0,0,0,1,0,0,0
ENSG00000147689.15,0,1,0,1,0,0,0,0
ENSG00000147697.7,0,1,0,1,0,0,0,0
ENSG00000147724.10,0,1,0,1,0,0,0,0
ENSG00000147789.14,1,0,0,0,1,0,0,0
ENSG00000147852.14,0,0,0,0,0,1,1,1
ENSG00000147853.15,1,0,1,0,0,0,0,0
ENSG00000147889.15,0,0,0,0,0,0,1,0
ENSG00000147894.13,0,0,0,0,1,0,0,0
ENSG00000147905.16,1,0,0,0,1,0,1,0
ENSG00000147912.11,0,1,0,0,0,0,0,0
ENSG00000147955.15,1,0,1,0,0,0,0,1
ENSG00000148019.11,0,0,0,0,1,0,0,0
ENSG00000148057.14,0,1,0,0,1,0,0,0
ENSG00000148090.10,1,1,0,0,0,1,1,0
ENSG00000148110.14,0,1,1,0,1,0,0,0
ENSG00000148123.13,0,1,0,1,0,0,0,0
ENSG00000148143.11,0,0,0,0,1,0,0,0
ENSG00000148153.12,0,0,1,0,0,0,0,0
ENSG00000148175.11,1,0,1,0,0,0,0,1
ENSG00000148180.15,0,0,1,0,0,0,0,1
ENSG00000148187.16,1,0,0,0,0,0,1,0
ENSG00000148204.10,0,0,0,1,0,0,0,0
ENSG00000148218.14,1,0,0,0,0,0,0,0
ENSG00000148219.15,0,1,0,0,0,0,0,0
ENSG00000148225.14,0,0,0,0,1,0,0,0
ENSG00000148229.11,1,1,1,0,0,1,1,0
ENSG00000148248.12,1,1,1,0,0,0,0,1
ENSG00000148290.8,1,1,0,0,0,0,0,0
ENSG00000148291.8,0,1,0,0,0,0,0,0
ENSG00000148296.6,1,0,0,0,1,0,1,0
ENSG00000148300.10,0,0,0,0,1,0,1,0
ENSG00000148303.15,0,0,1,0,0,0,1,1
ENSG00000148308.16,1,0,1,0,0,0,0,0
ENSG00000148331.10,1,0,1,0,1,0,0,0
ENSG00000148334.13,1,0,0,0,0,0,0,0
ENSG00000148335.13,1,0,0,0,0,0,0,0
ENSG00000148337.18,0,0,1,0,0,0,0,0
ENSG00000148341.16,0,0,1,0,0,0,1,0
ENSG00000148356.12,1,0,0,0,0,0,1,0
ENSG00000148358.18,1,1,1,0,0,0,0,1
ENSG00000148362.9,0,1,0,0,0,0,0,0
ENSG00000148384.11,0,0,0,0,1,0,0,0
ENSG00000148386.8,0,1,0,1,0,0,0,1
ENSG00000148396.17,1,0,1,0,0,0,0,0
ENSG00000148408.11,0,0,0,1,0,0,0,1
ENSG00000148411.6,1,0,0,0,0,0,1,0
ENSG00000148429.13,0,0,0,0,1,0,1,0
ENSG00000148444.14,0,0,0,0,1,0,0,0
ENSG00000148450.11,1,1,0,0,0,0,0,0
ENSG00000148459.14,0,0,0,0,1,0,0,0
ENSG00000148468.15,0,1,0,0,0,0,0,0
ENSG00000148481.12,0,0,0,0,1,0,0,0
ENSG00000148482.10,0,0,0,1,0,0,0,1
ENSG00000148484.16,0,0,1,0,0,1,0,0
ENSG00000148488.14,0,0,0,1,0,0,0,0
ENSG00000148513.16,0,0,0,1,0,0,0,0
ENSG00000148541.11,0,1,0,0,0,0,0,0
ENSG00000148572.13,0,1,0,0,1,0,0,0
ENSG00000148584.13,0,0,0,1,0,0,0,1
ENSG00000148600.13,0,0,0,1,0,0,0,0
ENSG00000148604.12,0,0,0,1,0,0,0,1
ENSG00000148606.11,0,0,0,0,1,0,0,0
ENSG00000148634.14,1,0,1,0,1,0,0,0
ENSG00000148655.13,0,1,0,0,0,0,0,0
ENSG00000148672.8,0,0,1,0,0,0,0,0
ENSG00000148677.6,0,0,0,1,0,0,0,0
ENSG00000148688.12,1,0,0,0,1,1,1,0
ENSG00000148690.11,1,1,0,0,1,0,0,0
ENSG00000148700.12,0,0,0,0,0,1,0,0
ENSG00000148702.13,0,0,0,1,0,0,0,1
ENSG00000148704.11,0,0,0,1,0,0,0,0
ENSG00000148719.13,1,1,1,0,1,1,0,0
ENSG00000148730.6,0,0,1,0,0,0,0,0
ENSG00000148735.13,0,0,0,1,0,0,0,0
ENSG00000148737.14,0,0,0,0,1,0,0,0
ENSG00000148773.11,0,1,0,0,0,0,0,0
ENSG00000148795.5,0,1,0,1,0,0,0,0
ENSG00000148798.8,0,0,0,1,0,0,0,1
ENSG00000148814.16,0,1,0,0,1,0,0,0
ENSG00000148824.17,0,0,0,0,0,0,1,0
ENSG00000148826.8,0,0,0,1,0,0,0,1
ENSG00000148832.13,0,0,0,0,1,0,0,0
ENSG00000148834.11,1,0,1,0,0,0,0,0
ENSG00000148835.10,0,0,0,0,0,0,1,0
ENSG00000148840.9,0,1,0,0,1,1,0,0
ENSG00000148842.16,1,0,0,0,1,0,0,0
ENSG00000148843.12,0,1,1,0,1,0,1,0
ENSG00000148848.13,0,1,0,0,0,0,0,0
ENSG00000148925.9,0,1,0,0,0,0,0,0
ENSG00000148942.13,0,0,0,1,0,0,0,0
ENSG00000148943.10,1,0,0,0,1,0,0,0
ENSG00000148948.6,0,1,0,1,0,0,0,0
ENSG00000148950.8,0,1,0,0,0,0,0,0
ENSG00000148965.7,0,0,0,1,0,0,0,0
ENSG00000149016.14,1,1,0,0,0,0,0,0
ENSG00000149021.5,0,0,0,1,0,0,0,1
ENSG00000149043.15,0,0,0,1,0,0,0,1
ENSG00000149084.10,1,0,1,0,0,0,0,0
ENSG00000149089.11,1,0,0,0,1,0,0,0
ENSG00000149091.14,0,0,1,0,0,0,0,0
ENSG00000149100.11,1,0,1,0,0,1,1,0
ENSG00000149115.12,0,0,1,0,1,0,0,0
ENSG00000149124.9,0,0,0,1,0,0,0,1
ENSG00000149136.6,1,1,1,0,1,0,0,0
ENSG00000149150.7,0,0,0,0,0,0,1,0
ENSG00000149177.11,0,0,0,0,1,0,0,0
ENSG00000149179.12,0,1,0,0,1,0,0,0
ENSG00000149182.13,1,0,1,0,1,0,0,0
ENSG00000149187.16,1,0,1,0,1,0,0,0
ENSG00000149196.14,0,0,0,0,1,0,0,0
ENSG00000149231.10,0,0,0,0,1,0,0,0
ENSG00000149262.15,1,0,0,0,1,0,0,0
ENSG00000149273.13,0,0,1,0,0,0,1,1
ENSG00000149295.12,0,0,0,1,0,0,0,0
ENSG00000149300.8,0,0,0,0,0,0,0,1
ENSG00000149305.5,0,0,0,1,0,0,0,0
ENSG00000149308.15,0,1,0,0,1,0,0,0
ENSG00000149311.16,0,0,0,0,1,0,0,0
ENSG00000149313.9,1,0,0,0,0,1,0,0
ENSG00000149346.13,0,0,0,0,1,0,0,0
ENSG00000149357.8,1,0,1,0,0,0,0,1
ENSG00000149403.10,0,1,0,1,0,0,0,0
ENSG00000149428.17,1,0,1,0,0,0,0,0
ENSG00000149435.11,0,0,0,1,0,0,0,1
ENSG00000149452.14,0,0,0,1,0,0,0,1
ENSG00000149474.12,0,0,0,0,1,0,0,0
ENSG00000149476.13,0,0,0,0,1,0,1,0
ENSG00000149480.5,1,0,1,0,1,0,1,0
ENSG00000149489.7,0,1,0,0,0,0,0,0
ENSG00000149499.10,0,0,1,0,1,0,0,0
ENSG00000149503.11,0,1,0,0,1,0,0,0
ENSG00000149506.9,0,0,0,0,0,0,0,1
ENSG00000149532.14,1,0,1,0,1,0,0,0
ENSG00000149541.8,0,1,0,0,1,0,0,0
ENSG00000149547.13,1,0,1,0,0,1,0,0
ENSG00000149554.11,0,1,0,0,1,1,0,0
ENSG00000149575.5,0,0,0,1,0,0,0,1
ENSG00000149582.14,0,1,0,0,0,0,0,0
ENSG00000149600.10,1,0,1,0,0,0,0,0
ENSG00000149636.14,0,1,0,0,1,0,0,0
ENSG00000149639.13,0,0,0,0,1,0,0,0
ENSG00000149654.8,0,1,0,1,0,0,0,0
ENSG00000149657.18,1,0,1,0,0,0,0,0
ENSG00000149658.16,1,0,1,0,0,0,0,0
ENSG00000149679.10,0,0,0,0,1,0,0,0
ENSG00000149716.11,0,0,0,0,1,0,1,0
ENSG00000149735.5,0,0,0,1,0,0,0,0
ENSG00000149742.8,0,0,0,1,0,0,0,0
ENSG00000149743.12,1,1,0,0,0,0,0,0
ENSG00000149761.7,1,0,0,0,0,0,0,0
ENSG00000149781.11,0,0,0,0,1,0,0,0
ENSG00000149782.10,0,0,0,0,1,0,0,0
ENSG00000149792.7,1,0,1,0,0,0,1,0
ENSG00000149806.9,0,0,1,0,0,0,1,0
ENSG00000149809.13,0,1,0,0,0,0,0,0
ENSG00000149823.6,1,0,1,0,0,0,0,0
ENSG00000149922.9,0,0,0,0,0,1,0,0
ENSG00000149923.12,1,0,1,0,0,1,0,0
ENSG00000149925.15,0,0,1,0,0,0,0,1
ENSG00000149926.12,0,1,0,1,0,0,0,0
ENSG00000149929.14,0,1,0,0,0,0,0,0
ENSG00000149930.16,1,0,1,0,0,0,0,0
ENSG00000149932.15,1,1,1,0,0,0,0,0
ENSG00000149948.12,0,1,0,1,0,0,0,1
ENSG00000149968.10,0,1,0,1,0,0,0,1
ENSG00000149972.9,0,0,0,1,0,0,0,0
ENSG00000150093.17,1,1,1,0,0,0,0,1
ENSG00000150201.13,0,0,0,1,0,0,0,0
ENSG00000150244.11,0,0,0,1,0,0,0,1
ENSG00000150275.16,0,1,0,1,0,0,0,0
ENSG00000150316.10,1,1,1,0,0,0,0,0
ENSG00000150361.10,0,0,0,1,0,0,0,1
ENSG00000150394.12,0,0,0,0,0,1,0,0
ENSG00000150403.16,1,1,0,0,0,0,0,0
ENSG00000150455.12,0,0,0,0,1,0,0,0
ENSG00000150456.9,0,0,0,0,1,0,0,0
ENSG00000150457.8,0,0,0,0,1,0,0,0
ENSG00000150459.11,1,1,1,0,0,0,1,0
ENSG00000150510.14,0,1,0,0,0,0,0,1
ENSG00000150527.15,0,0,0,0,1,1,0,0
ENSG00000150540.12,0,0,0,0,1,0,0,0
ENSG00000150556.15,0,0,0,1,0,0,0,0
ENSG00000150593.14,0,0,0,0,0,0,1,0
ENSG00000150625.15,0,1,0,1,0,1,0,0
ENSG00000150628.5,0,1,0,0,0,0,0,0
ENSG00000150656.13,0,1,0,1,0,0,0,0
ENSG00000150672.15,0,1,0,0,0,0,0,0
ENSG00000150676.11,0,0,0,1,0,0,0,0
ENSG00000150712.9,0,1,0,0,0,0,0,0
ENSG00000150750.6,0,0,0,1,0,0,0,0
ENSG00000150753.10,1,1,1,0,0,1,0,0
ENSG00000150756.12,0,0,0,0,1,0,0,0
ENSG00000150760.11,0,0,0,0,1,0,0,0
ENSG00000150768.14,0,0,0,0,1,0,0,0
ENSG00000150773.9,0,0,0,0,0,0,1,0
ENSG00000150776.16,0,0,1,0,1,0,0,0
ENSG00000150779.10,1,0,0,0,0,0,0,0
ENSG00000150787.6,0,0,0,0,1,0,0,0
ENSG00000150867.12,0,0,0,0,1,0,0,0
ENSG00000150907.6,0,0,0,0,0,0,1,0
ENSG00000150938.8,0,0,0,0,0,1,0,0
ENSG00000150961.13,0,1,0,0,0,1,0,1
ENSG00000150967.16,0,0,0,0,1,0,0,0
ENSG00000150977.10,0,0,0,0,1,0,0,0
ENSG00000150990.6,0,0,0,0,0,0,1,0
ENSG00000150991.13,1,0,1,0,0,1,0,1
ENSG00000151012.12,0,0,0,0,0,1,1,0
ENSG00000151014.5,0,1,0,0,0,0,0,1
ENSG00000151025.9,0,0,0,1,0,0,0,0
ENSG00000151033.8,0,0,0,1,0,0,0,1
ENSG00000151092.15,1,0,0,0,0,0,0,0
ENSG00000151116.15,1,0,0,0,1,0,0,0
ENSG00000151148.12,1,0,1,0,0,0,0,0
ENSG00000151176.6,1,0,1,0,0,0,0,0
ENSG00000151224.11,0,0,0,1,0,0,0,0
ENSG00000151233.9,0,0,0,0,1,0,0,0
ENSG00000151239.12,0,0,0,0,1,1,1,0
ENSG00000151247.11,0,0,0,0,0,1,1,0
ENSG00000151276.22,0,1,0,0,0,0,0,0
ENSG00000151287.15,0,0,0,0,1,0,0,0
ENSG00000151292.16,1,0,0,0,0,0,0,0
ENSG00000151304.5,0,0,0,0,0,0,1,0
ENSG00000151322.17,0,1,0,1,0,0,0,0
ENSG00000151327.11,1,0,1,0,0,0,0,0
ENSG00000151348.12,1,1,1,0,0,1,0,0
ENSG00000151353.13,1,0,0,0,1,0,0,0
ENSG00000151360.8,0,0,0,1,0,0,0,0
ENSG00000151365.2,0,0,0,1,0,0,0,0
ENSG00000151366.11,1,1,0,0,0,0,0,0
ENSG00000151376.15,0,1,0,0,0,0,0,0
ENSG00000151379.3,0,0,0,1,0,0,0,1
ENSG00000151388.9,0,1,0,0,0,0,0,0
ENSG00000151414.13,0,0,0,0,1,1,0,0
ENSG00000151418.10,0,0,0,1,0,0,0,1
ENSG00000151422.11,0,0,0,0,1,0,0,0
ENSG00000151445.14,0,0,1,0,0,0,0,0
ENSG00000151458.10,0,1,0,0,1,0,0,0
ENSG00000151461.18,1,0,1,0,1,1,0,0
ENSG00000151465.12,1,0,1,0,1,1,0,0
ENSG00000151500.13,1,1,0,0,1,0,0,0
ENSG00000151502.9,1,0,1,0,0,0,0,0
ENSG00000151503.11,0,1,0,0,0,0,0,0
ENSG00000151532.12,1,0,0,0,1,0,0,0
ENSG00000151552.10,0,1,0,0,0,0,0,0
ENSG00000151553.13,0,0,0,0,1,0,0,0
ENSG00000151572.15,0,0,0,1,0,0,0,0
ENSG00000151576.9,0,1,0,0,0,1,1,0
ENSG00000151611.12,1,0,0,0,1,0,0,0
ENSG00000151623.13,1,0,0,0,0,0,0,0
ENSG00000151632.15,0,0,0,1,0,0,0,0
ENSG00000151651.14,0,1,0,0,0,0,0,0
ENSG00000151655.16,0,0,0,1,0,0,0,1
ENSG00000151657.10,0,0,0,0,0,1,0,0
ENSG00000151665.11,1,0,0,0,0,0,0,0
ENSG00000151692.13,0,0,0,0,0,1,0,0
ENSG00000151693.8,0,1,0,0,1,0,0,0
ENSG00000151694.11,0,1,0,0,1,1,0,0
ENSG00000151704.14,0,0,0,1,0,0,0,1
ENSG00000151718.14,0,0,0,0,1,0,0,0
ENSG00000151725.10,0,1,0,0,0,0,0,0
ENSG00000151729.9,0,1,0,0,0,0,0,1
ENSG00000151748.13,1,0,0,0,1,0,0,0
ENSG00000151778.9,0,1,0,0,0,0,0,1
ENSG00000151779.11,0,0,1,0,0,0,0,0
ENSG00000151812.13,0,0,0,0,0,0,0,1
ENSG00000151834.14,0,0,0,1,0,0,0,1
ENSG00000151838.10,0,0,0,1,0,0,0,0
ENSG00000151849.13,0,0,0,0,1,0,0,0
ENSG00000151876.11,0,0,0,0,1,0,0,0
ENSG00000151893.13,0,0,1,0,0,0,0,0
ENSG00000151923.16,1,0,1,0,0,1,0,0
ENSG00000151952.13,0,0,0,1,0,0,0,1
ENSG00000151962.6,0,0,0,1,0,0,0,1
ENSG00000152034.9,0,0,0,1,0,0,0,0
ENSG00000152061.20,0,0,0,0,0,1,0,0
ENSG00000152076.17,0,1,0,0,0,0,0,1
ENSG00000152082.12,0,1,0,0,0,0,0,0
ENSG00000152086.8,0,0,0,1,0,0,0,0
ENSG00000152092.14,0,1,0,1,0,0,0,0
ENSG00000152102.16,1,0,1,0,0,0,0,0
ENSG00000152127.7,0,1,0,0,1,0,0,0
ENSG00000152133.13,0,0,0,0,1,0,0,0
ENSG00000152147.9,0,1,0,0,0,0,1,0
ENSG00000152154.9,0,1,0,0,0,0,0,0
ENSG00000152192.7,0,0,0,1,0,0,0,0
ENSG00000152208.10,0,1,0,1,0,0,0,1
ENSG00000152214.11,0,1,0,1,0,0,0,1
ENSG00000152219.4,1,0,0,0,1,0,0,0
ENSG00000152223.11,0,0,0,0,1,0,0,0
ENSG00000152229.17,0,0,0,0,1,0,0,0
ENSG00000152234.14,0,0,1,0,0,0,0,1
ENSG00000152242.9,1,0,0,0,1,0,0,0
ENSG00000152253.7,0,1,0,0,0,0,1,0
ENSG00000152254.9,0,0,0,1,0,0,0,0
ENSG00000152256.12,0,1,0,0,0,0,1,0
ENSG00000152284.4,0,0,0,0,0,0,1,0
ENSG00000152291.12,1,0,1,0,0,0,0,1
ENSG00000152332.14,0,0,1,0,1,0,1,0
ENSG00000152348.14,0,0,0,0,1,0,0,0
ENSG00000152380.8,0,0,0,0,1,0,0,0
ENSG00000152382.5,1,0,0,0,1,0,0,0
ENSG00000152404.14,0,0,0,0,1,0,0,0
ENSG00000152430.16,0,0,0,1,0,0,0,0
ENSG00000152443.11,0,0,0,0,1,0,0,0
ENSG00000152454.3,0,0,0,0,1,0,0,0
ENSG00000152455.14,0,1,0,0,0,0,0,0
ENSG00000152463.13,0,0,0,1,0,0,0,1
ENSG00000152464.13,1,0,0,0,1,1,1,0
ENSG00000152467.8,0,1,0,1,0,0,0,1
ENSG00000152475.6,0,1,0,0,0,0,0,0
ENSG00000152484.12,0,0,0,0,1,0,0,0
ENSG00000152492.12,1,0,1,0,1,0,0,0
ENSG00000152518.6,0,0,1,0,0,1,1,0
ENSG00000152520.12,0,0,0,0,1,0,0,0
ENSG00000152556.14,0,0,0,0,1,0,0,0
ENSG00000152558.13,0,0,1,0,0,1,0,0
ENSG00000152578.11,0,1,0,1,0,0,0,0
ENSG00000152583.11,0,0,0,0,0,0,1,1
ENSG00000152592.12,0,0,0,1,0,0,0,0
ENSG00000152595.15,0,0,0,1,0,0,0,1
ENSG00000152601.16,0,0,1,0,1,1,0,0
ENSG00000152611.10,0,0,0,1,0,0,0,0
ENSG00000152620.11,0,0,0,0,1,0,0,0
ENSG00000152669.8,0,0,0,0,0,0,1,0
ENSG00000152670.17,0,0,0,1,0,0,0,0
ENSG00000152672.6,0,1,0,0,0,0,0,1
ENSG00000152683.13,0,1,1,0,0,0,0,0
ENSG00000152684.10,1,0,0,0,0,0,1,0
ENSG00000152700.12,0,0,1,0,0,0,0,0
ENSG00000152705.7,0,1,0,0,0,0,0,0
ENSG00000152778.8,0,0,0,0,0,1,0,0
ENSG00000152779.13,0,0,0,1,0,0,0,1
ENSG00000152785.6,0,0,0,1,0,0,0,1
ENSG00000152795.16,0,0,1,0,0,0,0,0
ENSG00000152818.17,0,0,0,0,1,0,0,0
ENSG00000152822.12,0,0,0,1,0,0,0,0
ENSG00000152894.13,0,0,0,0,1,1,0,0
ENSG00000152904.10,0,0,0,0,1,0,0,0
ENSG00000152910.17,0,0,0,1,0,0,0,1
ENSG00000152932.7,0,0,0,1,0,0,0,0
ENSG00000152936.9,0,0,0,1,0,0,0,1
ENSG00000152942.17,1,0,1,0,1,1,0,0
ENSG00000152944.7,1,0,0,0,1,0,0,0
ENSG00000152954.10,0,1,0,1,0,0,0,0
ENSG00000152977.8,0,0,0,1,0,0,0,1
ENSG00000152990.12,0,0,0,0,1,0,0,0
ENSG00000153002.10,0,0,0,1,0,0,0,1
ENSG00000153006.13,1,0,0,0,1,1,0,0
ENSG00000153037.11,1,0,0,0,0,1,0,0
ENSG00000153046.16,1,1,0,0,1,0,0,0
ENSG00000153066.11,1,0,1,0,0,0,0,0
ENSG00000153086.12,0,0,0,1,0,0,0,0
ENSG00000153094.20,0,0,0,0,0,0,1,0
ENSG00000153107.10,0,1,0,0,1,0,0,0
ENSG00000153113.22,0,1,1,0,0,1,1,0
ENSG00000153130.16,1,0,0,0,1,0,0,0
ENSG00000153147.5,0,0,1,0,1,1,1,0
ENSG00000153179.10,0,1,0,0,0,0,0,0
ENSG00000153187.15,1,0,1,0,0,0,0,0
ENSG00000153201.14,1,0,1,0,1,1,0,0
ENSG00000153214.8,0,1,0,0,1,0,0,0
ENSG00000153233.11,0,0,0,0,0,0,0,1
ENSG00000153237.16,0,1,0,0,0,0,0,0
ENSG00000153250.16,0,0,0,0,1,0,0,0
ENSG00000153253.14,0,1,0,1,0,0,0,0
ENSG00000153266.11,0,0,0,1,0,0,0,1
ENSG00000153291.14,0,1,0,0,0,0,0,0
ENSG00000153292.14,0,0,0,1,0,0,0,0
ENSG00000153294.10,0,1,0,1,0,0,0,1
ENSG00000153303.15,0,0,0,1,0,0,0,1
ENSG00000153310.17,0,1,0,0,0,0,0,0
ENSG00000153317.13,0,1,0,0,0,0,1,0
ENSG00000153339.12,1,0,0,0,1,0,0,0
ENSG00000153347.8,0,0,0,1,0,0,0,1
ENSG00000153395.8,0,0,0,0,0,1,0,0
ENSG00000153443.11,1,0,0,0,1,0,0,0
ENSG00000153446.14,0,0,0,1,0,0,0,0
ENSG00000153485.5,1,0,0,0,0,0,0,0
ENSG00000153487.12,1,0,0,0,1,0,0,0
ENSG00000153560.10,1,1,1,0,0,0,0,0
ENSG00000153561.11,1,0,1,0,1,1,0,0
ENSG00000153767.8,0,1,0,0,1,0,1,0
ENSG00000153774.7,0,1,0,0,1,0,0,0
ENSG00000153779.9,0,0,0,1,0,0,0,1
ENSG00000153786.11,0,1,1,0,0,0,0,0
ENSG00000153789.11,0,0,0,1,0,0,0,1
ENSG00000153802.10,0,1,0,1,0,0,0,1
ENSG00000153820.11,0,1,0,1,0,0,0,1
ENSG00000153822.12,0,1,0,1,0,0,0,0
ENSG00000153827.12,1,1,1,0,0,0,0,0
ENSG00000153879.7,1,0,0,0,0,0,1,0
ENSG00000153896.16,0,0,0,0,1,0,0,0
ENSG00000153904.17,0,1,0,0,0,0,0,0
ENSG00000153914.14,0,0,1,0,0,0,0,0
ENSG00000153930.9,0,0,0,1,0,0,0,0
ENSG00000153936.15,1,0,0,0,1,1,0,0
ENSG00000153944.9,0,0,0,0,1,0,0,0
ENSG00000153975.8,0,0,0,0,1,0,0,0
ENSG00000153989.7,0,0,0,0,1,0,0,0
ENSG00000154001.12,1,1,1,0,0,0,0,0
