,ig_rank,saliency_rank,gs_rank
797,ENSG00000204227.4,ENSG00000168758.9,ENSG00000133275.14
798,ENSG00000078070.10,ENSG00000072518.19,ENSG00000196605.6
799,ENSG00000137814.8,ENSG00000125812.14,ENSG00000065613.12
800,ENSG00000032219.17,ENSG00000185010.12,ENSG00000130479.9
801,ENSG00000162928.8,ENSG00000188559.12,ENSG00000154114.11
802,ENSG00000094804.8,ENSG00000197062.10,ENSG00000103544.13
803,ENSG00000123064.11,ENSG00000066084.11,ENSG00000167523.12
804,ENSG00000176853.14,ENSG00000165813.15,ENSG00000175193.11
805,ENSG00000197498.11,ENSG00000161647.17,ENSG00000117395.9
806,ENSG00000109519.11,ENSG00000120370.11,ENSG00000137822.11
807,ENSG00000136802.10,ENSG00000107679.13,ENSG00000133731.8
808,ENSG00000196646.10,ENSG00000165752.15,ENSG00000100410.6
809,ENSG00000170234.11,ENSG00000168724.13,ENSG00000159147.16
810,ENSG00000197713.13,ENSG00000163867.15,ENSG00000049541.9
811,ENSG00000166348.16,ENSG00000166855.8,ENSG00000257218.4
812,ENSG00000111445.12,ENSG00000107882.10,ENSG00000173992.7
813,ENSG00000138430.14,ENSG00000173950.14,ENSG00000130299.15
814,ENSG00000120910.13,ENSG00000198246.7,ENSG00000126858.15
815,ENSG00000104375.14,ENSG00000163785.11,ENSG00000204227.4
816,ENSG00000164609.8,ENSG00000124535.14,ENSG00000078070.10
817,ENSG00000096401.7,ENSG00000120458.8,ENSG00000137814.8
818,ENSG00000172006.10,ENSG00000228300.12,ENSG00000032219.17
819,ENSG00000125319.13,ENSG00000167306.17,ENSG00000162928.8
820,ENSG00000183735.8,ENSG00000114383.8,ENSG00000123064.11
821,ENSG00000134954.13,ENSG00000068097.13,ENSG00000176853.14
822,ENSG00000175787.15,ENSG00000111880.14,ENSG00000213445.7
823,ENSG00000169375.14,ENSG00000135823.12,ENSG00000197498.11
824,ENSG00000126456.14,ENSG00000160179.17,ENSG00000109519.11
825,ENSG00000143379.11,ENSG00000115904.11,ENSG00000136802.10
826,ENSG00000166689.13,ENSG00000145743.14,ENSG00000196646.10
827,ENSG00000095951.15,ENSG00000131634.12,ENSG00000170234.11
828,ENSG00000204482.9,ENSG00000057252.11,ENSG00000197713.13
829,ENSG00000157349.14,ENSG00000139372.13,ENSG00000111445.12
830,ENSG00000042429.9,ENSG00000079616.11,ENSG00000138430.14
831,ENSG00000124151.17,ENSG00000160094.13,ENSG00000120910.13
832,ENSG00000185024.14,ENSG00000109189.11,ENSG00000104375.14
833,ENSG00000126062.3,ENSG00000100442.9,ENSG00000164609.8
834,ENSG00000182809.9,ENSG00000067221.12,ENSG00000096401.7
835,ENSG00000204604.8,ENSG00000133059.15,ENSG00000075292.17
836,ENSG00000140307.9,ENSG00000186812.11,ENSG00000172006.10
837,ENSG00000162645.11,ENSG00000052723.10,ENSG00000104825.15
838,ENSG00000185129.5,ENSG00000135111.13,ENSG00000183735.8
839,ENSG00000124160.10,ENSG00000136870.9,ENSG00000169733.10
840,ENSG00000141295.12,ENSG00000138074.13,ENSG00000160633.11
841,ENSG00000275052.3,ENSG00000171310.9,ENSG00000070269.12
842,ENSG00000149636.14,ENSG00000203791.12,ENSG00000169375.14
843,ENSG00000121851.11,ENSG00000124120.9,ENSG00000126456.14
844,ENSG00000138785.13,ENSG00000103160.10,ENSG00000143379.11
845,ENSG00000073614.10,ENSG00000136718.8,ENSG00000095951.15
846,ENSG00000147121.14,ENSG00000150760.11,ENSG00000157349.14
847,ENSG00000247596.7,ENSG00000101752.10,ENSG00000042429.9
848,ENSG00000260027.4,ENSG00000133835.13,ENSG00000124151.17
849,ENSG00000167232.12,ENSG00000176542.8,ENSG00000185024.14
850,ENSG00000186638.14,ENSG00000197256.9,ENSG00000126062.3
851,ENSG00000104907.11,ENSG00000154945.6,ENSG00000140307.9
852,ENSG00000145819.14,ENSG00000121417.12,ENSG00000185129.5
853,ENSG00000109270.11,ENSG00000169762.15,ENSG00000124160.10
854,ENSG00000140025.14,ENSG00000198892.6,ENSG00000141295.12
855,ENSG00000186566.10,ENSG00000183605.15,ENSG00000275052.3
856,ENSG00000065243.17,ENSG00000007520.3,ENSG00000149636.14
857,ENSG00000173548.8,ENSG00000106591.3,ENSG00000121851.11
858,ENSG00000158941.15,ENSG00000205659.9,ENSG00000138785.13
859,ENSG00000065457.9,ENSG00000204859.10,ENSG00000073614.10
860,ENSG00000187079.13,ENSG00000165338.15,ENSG00000177565.14
861,ENSG00000149476.13,ENSG00000136720.6,ENSG00000147121.14
862,ENSG00000115827.12,ENSG00000166140.16,ENSG00000247596.7
863,ENSG00000087338.4,ENSG00000113163.14,ENSG00000106052.12
864,ENSG00000114541.13,ENSG00000156232.7,ENSG00000135837.14
865,ENSG00000133466.12,ENSG00000187605.14,ENSG00000104907.11
866,ENSG00000135828.10,ENSG00000111261.12,ENSG00000109270.11
867,ENSG00000165195.12,ENSG00000138594.11,ENSG00000140025.14
868,ENSG00000183137.13,ENSG00000163904.11,ENSG00000186566.10
869,ENSG00000119650.11,ENSG00000175066.14,ENSG00000065243.17
870,ENSG00000162694.12,ENSG00000155158.19,ENSG00000173548.8
871,ENSG00000198160.13,ENSG00000131779.9,ENSG00000158941.15
872,ENSG00000176834.12,ENSG00000143748.16,ENSG00000065457.9
873,ENSG00000152904.10,ENSG00000106524.7,ENSG00000149476.13
874,ENSG00000001631.13,ENSG00000160972.8,ENSG00000115827.12
875,ENSG00000229809.7,ENSG00000157870.13,ENSG00000087338.4
876,ENSG00000105173.12,ENSG00000131876.15,ENSG00000114933.14
877,ENSG00000130935.8,ENSG00000114744.7,ENSG00000178922.15
878,ENSG00000105607.11,ENSG00000164933.10,ENSG00000135828.10
879,ENSG00000131626.14,ENSG00000130881.12,ENSG00000183137.13
880,ENSG00000131023.11,ENSG00000187555.13,ENSG00000119650.11
881,ENSG00000120318.14,ENSG00000114021.10,ENSG00000162694.12
882,ENSG00000173226.15,ENSG00000106443.13,ENSG00000198160.13
883,ENSG00000144231.9,ENSG00000081087.13,ENSG00000152904.10
884,ENSG00000113597.16,ENSG00000198265.10,ENSG00000077254.13
885,ENSG00000117000.8,ENSG00000169609.12,ENSG00000103174.10
886,ENSG00000163938.15,ENSG00000072501.16,ENSG00000001631.13
887,ENSG00000149308.15,ENSG00000129493.13,ENSG00000229809.7
888,ENSG00000075303.11,ENSG00000204560.8,ENSG00000130935.8
889,ENSG00000113812.12,ENSG00000112667.11,ENSG00000105607.11
890,ENSG00000141971.11,ENSG00000141985.8,ENSG00000131626.14
891,ENSG00000116353.14,ENSG00000124788.16,ENSG00000101246.18
892,ENSG00000119574.11,ENSG00000137871.18,ENSG00000131023.11
893,ENSG00000113119.11,ENSG00000217930.6,ENSG00000087095.11
894,ENSG00000145687.14,ENSG00000138036.17,ENSG00000144231.9
895,ENSG00000178988.10,ENSG00000113552.14,ENSG00000160741.15
896,ENSG00000135365.14,ENSG00000076984.16,ENSG00000113597.16
897,ENSG00000105778.16,ENSG00000162972.9,ENSG00000117000.8
898,ENSG00000177971.8,ENSG00000167220.10,ENSG00000163938.15
899,ENSG00000155275.17,ENSG00000186376.13,ENSG00000149308.15
900,ENSG00000080845.16,ENSG00000131374.13,ENSG00000132356.10
901,ENSG00000168807.15,ENSG00000171680.19,ENSG00000075303.11
902,ENSG00000171492.13,ENSG00000165392.8,ENSG00000113812.12
903,ENSG00000141564.12,ENSG00000163528.11,ENSG00000141971.11
904,ENSG00000147679.10,ENSG00000163848.17,ENSG00000116353.14
905,ENSG00000158623.13,ENSG00000076248.9,ENSG00000119574.11
906,ENSG00000121644.17,ENSG00000101751.9,ENSG00000163468.13
907,ENSG00000116199.10,ENSG00000102996.4,ENSG00000120925.12
908,ENSG00000135968.18,ENSG00000154096.12,ENSG00000113119.11
909,ENSG00000029639.9,ENSG00000166171.11,ENSG00000178988.10
910,ENSG00000112592.11,ENSG00000182208.11,ENSG00000135365.14
911,ENSG00000166997.6,ENSG00000169740.12,ENSG00000105778.16
912,ENSG00000178028.12,ENSG00000120690.12,ENSG00000177971.8
913,ENSG00000068383.17,ENSG00000130826.14,ENSG00000155275.17
914,ENSG00000144357.15,ENSG00000112130.15,ENSG00000080845.16
915,ENSG00000170631.13,ENSG00000163960.10,ENSG00000132694.17
916,ENSG00000100209.8,ENSG00000185753.11,ENSG00000168807.15
917,ENSG00000143322.18,ENSG00000164654.14,ENSG00000171492.13
918,ENSG00000149782.10,ENSG00000136243.15,ENSG00000111911.6
919,ENSG00000132825.6,ENSG00000148296.6,ENSG00000141564.12
920,ENSG00000149474.12,ENSG00000164983.7,ENSG00000147679.10
921,ENSG00000100938.16,ENSG00000204611.5,ENSG00000158623.13
922,ENSG00000110046.11,ENSG00000122707.10,ENSG00000121644.17
923,ENSG00000112655.14,ENSG00000150527.15,ENSG00000116199.10
924,ENSG00000168564.5,ENSG00000197563.8,ENSG00000171574.16
925,ENSG00000058729.9,ENSG00000266967.5,ENSG00000029639.9
926,ENSG00000128891.14,ENSG00000185404.15,ENSG00000112592.11
927,ENSG00000018510.11,ENSG00000155366.15,ENSG00000178028.12
928,ENSG00000185010.12,ENSG00000132334.15,ENSG00000068383.17
929,ENSG00000197062.10,ENSG00000167716.17,ENSG00000144357.15
930,ENSG00000165813.15,ENSG00000092439.12,ENSG00000170631.13
931,ENSG00000161647.17,ENSG00000169925.15,ENSG00000100209.8
932,ENSG00000120370.11,ENSG00000198585.10,ENSG00000105771.12
933,ENSG00000107679.13,ENSG00000143420.16,ENSG00000149782.10
934,ENSG00000168724.13,ENSG00000133393.11,ENSG00000138801.7
935,ENSG00000163867.15,ENSG00000074219.12,ENSG00000149474.12
936,ENSG00000166855.8,ENSG00000101096.18,ENSG00000100938.16
937,ENSG00000198246.7,ENSG00000139154.13,ENSG00000110046.11
938,ENSG00000163785.11,ENSG00000108187.14,ENSG00000168564.5
939,ENSG00000120458.8,ENSG00000149136.6,ENSG00000058729.9
940,ENSG00000228300.12,ENSG00000122507.19,ENSG00000128891.14
941,ENSG00000068097.13,ENSG00000196367.11,ENSG00000018510.11
942,ENSG00000135823.12,ENSG00000188315.6,ENSG00000072518.19
943,ENSG00000115904.11,ENSG00000102710.18,ENSG00000125812.14
944,ENSG00000131634.12,ENSG00000163389.9,ENSG00000197062.10
945,ENSG00000139372.13,ENSG00000197562.8,ENSG00000120370.11
946,ENSG00000079616.11,ENSG00000120071.11,ENSG00000107679.13
947,ENSG00000109189.11,ENSG00000154767.13,ENSG00000168724.13
948,ENSG00000100442.9,ENSG00000066697.13,ENSG00000163867.15
949,ENSG00000133059.15,ENSG00000205413.6,ENSG00000166855.8
950,ENSG00000186812.11,ENSG00000053372.4,ENSG00000163785.11
951,ENSG00000052723.10,ENSG00000103356.14,ENSG00000124535.14
952,ENSG00000138074.13,ENSG00000129317.13,ENSG00000120458.8
953,ENSG00000171310.9,ENSG00000157827.18,ENSG00000228300.12
954,ENSG00000203791.12,ENSG00000164306.9,ENSG00000114383.8
955,ENSG00000124120.9,ENSG00000111731.11,ENSG00000068097.13
956,ENSG00000103160.10,ENSG00000070950.8,ENSG00000135823.12
957,ENSG00000150760.11,ENSG00000123636.16,ENSG00000115904.11
958,ENSG00000101752.10,ENSG00000149480.5,ENSG00000139372.13
959,ENSG00000154945.6,ENSG00000104969.8,ENSG00000079616.11
960,ENSG00000121417.12,ENSG00000168286.2,ENSG00000160094.13
961,ENSG00000169762.15,ENSG00000135951.13,ENSG00000109189.11
962,ENSG00000183605.15,ENSG00000198874.11,ENSG00000100442.9
963,ENSG00000205659.9,ENSG00000137713.14,ENSG00000133059.15
964,ENSG00000204859.10,ENSG00000109458.7,ENSG00000186812.11
965,ENSG00000165338.15,ENSG00000122783.15,ENSG00000052723.10
966,ENSG00000136720.6,ENSG00000140743.6,ENSG00000138074.13
967,ENSG00000166140.16,ENSG00000112651.10,ENSG00000203791.12
968,ENSG00000113163.14,ENSG00000094975.12,ENSG00000124120.9
969,ENSG00000156232.7,ENSG00000164978.16,ENSG00000103160.10
970,ENSG00000187605.14,ENSG00000116691.9,ENSG00000136718.8
971,ENSG00000111261.12,ENSG00000068971.12,ENSG00000150760.11
972,ENSG00000163904.11,ENSG00000145349.15,ENSG00000101752.10
973,ENSG00000106524.7,ENSG00000171940.12,ENSG00000133835.13
974,ENSG00000160972.8,ENSG00000173273.14,ENSG00000154945.6
975,ENSG00000157870.13,ENSG00000187147.16,ENSG00000121417.12
976,ENSG00000114744.7,ENSG00000135924.14,ENSG00000169762.15
977,ENSG00000164933.10,ENSG00000139505.11,ENSG00000183605.15
978,ENSG00000187555.13,ENSG00000113583.7,ENSG00000007520.3
979,ENSG00000114021.10,ENSG00000118965.13,ENSG00000106591.3
980,ENSG00000106443.13,ENSG00000107566.12,ENSG00000205659.9
981,ENSG00000198265.10,ENSG00000140950.14,ENSG00000204859.10
982,ENSG00000169609.12,ENSG00000214063.9,ENSG00000136720.6
983,ENSG00000129493.13,ENSG00000186409.13,ENSG00000166140.16
984,ENSG00000137871.18,ENSG00000163319.9,ENSG00000113163.14
985,ENSG00000217930.6,ENSG00000170832.11,ENSG00000156232.7
986,ENSG00000113552.14,ENSG00000244687.10,ENSG00000187605.14
987,ENSG00000076984.16,ENSG00000066933.14,ENSG00000163904.11
988,ENSG00000186376.13,ENSG00000140299.10,ENSG00000131779.9
989,ENSG00000171680.19,ENSG00000145907.13,ENSG00000106524.7
990,ENSG00000165392.8,ENSG00000025293.14,ENSG00000160972.8
991,ENSG00000163528.11,ENSG00000174917.7,ENSG00000157870.13
992,ENSG00000163848.17,ENSG00000137547.7,ENSG00000131876.15
993,ENSG00000076248.9,ENSG00000084073.7,ENSG00000114744.7
994,ENSG00000101751.9,ENSG00000239789.4,ENSG00000164933.10
995,ENSG00000102996.4,ENSG00000148719.13,ENSG00000187555.13
996,ENSG00000154096.12,ENSG00000185019.15,ENSG00000114021.10
997,ENSG00000166171.11,ENSG00000175155.7,ENSG00000106443.13
998,ENSG00000182208.11,ENSG00000168310.9,ENSG00000198265.10
999,ENSG00000169740.12,ENSG00000256683.5,ENSG00000169609.12
1000,ENSG00000120690.12,ENSG00000020129.14,ENSG00000072501.16
1001,ENSG00000112130.15,ENSG00000173327.6,ENSG00000129493.13
1002,ENSG00000163960.10,ENSG00000182004.11,ENSG00000204560.8
1003,ENSG00000185753.11,ENSG00000123643.11,ENSG00000141985.8
1004,ENSG00000164654.14,ENSG00000123684.11,ENSG00000137871.18
1005,ENSG00000136243.15,ENSG00000180357.8,ENSG00000217930.6
1006,ENSG00000148296.6,ENSG00000198252.10,ENSG00000113552.14
1007,ENSG00000164983.7,ENSG00000129422.12,ENSG00000076984.16
1008,ENSG00000204611.5,ENSG00000064995.15,ENSG00000162972.9
1009,ENSG00000122707.10,ENSG00000166925.7,ENSG00000186376.13
1010,ENSG00000150527.15,ENSG00000157895.10,ENSG00000131374.13
1011,ENSG00000197563.8,ENSG00000159256.11,ENSG00000165392.8
1012,ENSG00000266967.5,ENSG00000142655.11,ENSG00000163528.11
1013,ENSG00000167716.17,ENSG00000196865.4,ENSG00000163848.17
1014,ENSG00000092439.12,ENSG00000149262.15,ENSG00000076248.9
1015,ENSG00000169925.15,ENSG00000173960.11,ENSG00000166171.11
1016,ENSG00000198585.10,ENSG00000107560.9,ENSG00000182208.11
1017,ENSG00000143420.16,ENSG00000163961.4,ENSG00000169740.12
1018,ENSG00000133393.11,ENSG00000153561.11,ENSG00000120690.12
1019,ENSG00000074219.12,ENSG00000150776.16,ENSG00000130826.14
1020,ENSG00000101096.18,ENSG00000099999.13,ENSG00000112130.15
1021,ENSG00000139154.13,ENSG00000164346.8,ENSG00000163960.10
1022,ENSG00000108187.14,ENSG00000180979.8,ENSG00000185753.11
1023,ENSG00000122507.19,ENSG00000181004.8,ENSG00000164654.14
1024,ENSG00000188315.6,ENSG00000162852.12,ENSG00000136243.15
1025,ENSG00000102710.18,ENSG00000163344.5,ENSG00000148296.6
1026,ENSG00000163389.9,ENSG00000116717.10,ENSG00000164983.7
1027,ENSG00000120071.11,ENSG00000091640.6,ENSG00000204611.5
1028,ENSG00000066697.13,ENSG00000124789.10,ENSG00000150527.15
1029,ENSG00000205413.6,ENSG00000087152.14,ENSG00000197563.8
1030,ENSG00000053372.4,ENSG00000189306.9,ENSG00000266967.5
1031,ENSG00000103356.14,ENSG00000157350.11,ENSG00000155366.15
1032,ENSG00000129317.13,ENSG00000116198.11,ENSG00000167716.17
1033,ENSG00000157827.18,ENSG00000197265.7,ENSG00000092439.12
1034,ENSG00000164306.9,ENSG00000106330.10,ENSG00000169925.15
1035,ENSG00000111731.11,ENSG00000101596.13,ENSG00000198585.10
1036,ENSG00000070950.8,ENSG00000167785.7,ENSG00000143420.16
1037,ENSG00000123636.16,ENSG00000104312.7,ENSG00000133393.11
1038,ENSG00000149480.5,ENSG00000124733.3,ENSG00000139154.13
1039,ENSG00000104969.8,ENSG00000158711.12,ENSG00000149136.6
1040,ENSG00000135951.13,ENSG00000171161.11,ENSG00000122507.19
1041,ENSG00000198874.11,ENSG00000130706.11,ENSG00000196367.11
1042,ENSG00000137713.14,ENSG00000105865.9,ENSG00000188315.6
1043,ENSG00000109458.7,ENSG00000140632.15,ENSG00000102710.18
1044,ENSG00000122783.15,ENSG00000147224.9,ENSG00000163389.9
1045,ENSG00000140743.6,ENSG00000145916.17,ENSG00000197562.8
1046,ENSG00000116691.9,ENSG00000184436.10,ENSG00000120071.11
1047,ENSG00000068971.12,ENSG00000174796.11,ENSG00000066697.13
1048,ENSG00000145349.15,ENSG00000149499.10,ENSG00000053372.4
1049,ENSG00000171940.12,ENSG00000177058.10,ENSG00000103356.14
1050,ENSG00000173273.14,ENSG00000028116.15,ENSG00000129317.13
1051,ENSG00000187147.16,ENSG00000109572.12,ENSG00000164306.9
1052,ENSG00000139505.11,ENSG00000214413.6,ENSG00000111731.11
1053,ENSG00000113583.7,ENSG00000121988.16,ENSG00000070950.8
1054,ENSG00000118965.13,ENSG00000137947.10,ENSG00000123636.16
1055,ENSG00000107566.12,ENSG00000111707.10,ENSG00000149480.5
1056,ENSG00000214063.9,ENSG00000136710.8,ENSG00000104969.8
1057,ENSG00000186409.13,ENSG00000089159.14,ENSG00000168286.2
1058,ENSG00000163319.9,ENSG00000175073.7,ENSG00000198874.11
1059,ENSG00000170832.11,ENSG00000089820.14,ENSG00000137713.14
1060,ENSG00000244687.10,ENSG00000189266.10,ENSG00000109458.7
1061,ENSG00000066933.14,ENSG00000189164.13,ENSG00000122783.15
1062,ENSG00000145907.13,ENSG00000130382.8,ENSG00000140743.6
1063,ENSG00000025293.14,ENSG00000171861.9,ENSG00000112651.10
1064,ENSG00000137547.7,ENSG00000161513.10,ENSG00000094975.12
1065,ENSG00000084073.7,ENSG00000007541.13,ENSG00000116691.9
1066,ENSG00000239789.4,ENSG00000132394.9,ENSG00000068971.12
1067,ENSG00000185019.15,ENSG00000162664.15,ENSG00000145349.15
1068,ENSG00000168310.9,ENSG00000154814.12,ENSG00000173273.14
1069,ENSG00000256683.5,ENSG00000140694.15,ENSG00000187147.16
1070,ENSG00000123643.11,ENSG00000138399.16,ENSG00000135924.14
1071,ENSG00000123684.11,ENSG00000143155.11,ENSG00000139505.11
1072,ENSG00000180357.8,ENSG00000181915.4,ENSG00000113583.7
1073,ENSG00000198252.10,ENSG00000163348.3,ENSG00000118965.13
1074,ENSG00000064995.15,ENSG00000171206.12,ENSG00000107566.12
1075,ENSG00000166925.7,ENSG00000180921.6,ENSG00000163319.9
1076,ENSG00000157895.10,ENSG00000198000.10,ENSG00000170832.11
1077,ENSG00000159256.11,ENSG00000077097.12,ENSG00000244687.10
1078,ENSG00000142655.11,ENSG00000188419.12,ENSG00000066933.14
1079,ENSG00000196865.4,ENSG00000145365.10,ENSG00000140299.10
1080,ENSG00000149262.15,ENSG00000181220.14,ENSG00000145907.13
1081,ENSG00000173960.11,ENSG00000143436.9,ENSG00000025293.14
1082,ENSG00000107560.9,ENSG00000107872.11,ENSG00000174917.7
1083,ENSG00000163961.4,ENSG00000082068.7,ENSG00000137547.7
1084,ENSG00000153561.11,ENSG00000148572.13,ENSG00000084073.7
1085,ENSG00000150776.16,ENSG00000144320.12,ENSG00000239789.4
1086,ENSG00000180979.8,ENSG00000172375.11,ENSG00000148719.13
1087,ENSG00000181004.8,ENSG00000081803.14,ENSG00000185019.15
1088,ENSG00000162852.12,ENSG00000150977.10,ENSG00000168310.9
1089,ENSG00000091640.6,ENSG00000166266.12,ENSG00000173327.6
1090,ENSG00000124789.10,ENSG00000155755.17,ENSG00000123684.11
1091,ENSG00000087152.14,ENSG00000112624.11,ENSG00000180357.8
1092,ENSG00000116198.11,ENSG00000170604.4,ENSG00000198252.10
1093,ENSG00000197265.7,ENSG00000145868.15,ENSG00000064995.15
1094,ENSG00000106330.10,ENSG00000159259.7,ENSG00000166925.7
1095,ENSG00000101596.13,ENSG00000096070.18,ENSG00000157895.10
1096,ENSG00000167785.7,ENSG00000081923.9,ENSG00000159256.11
1097,ENSG00000104312.7,ENSG00000017260.18,ENSG00000142655.11
1098,ENSG00000158711.12,ENSG00000137478.13,ENSG00000196865.4
1099,ENSG00000171161.11,ENSG00000196792.10,ENSG00000149262.15
1100,ENSG00000130706.11,ENSG00000172785.17,ENSG00000173960.11
1101,ENSG00000105865.9,ENSG00000159082.16,ENSG00000107560.9
1102,ENSG00000140632.15,ENSG00000100294.11,ENSG00000153561.11
1103,ENSG00000145916.17,ENSG00000176058.10,ENSG00000150776.16
1104,ENSG00000184436.10,ENSG00000170312.14,ENSG00000099999.13
1105,ENSG00000174796.11,ENSG00000074266.16,ENSG00000164346.8
1106,ENSG00000149499.10,ENSG00000163738.17,ENSG00000180979.8
1107,ENSG00000177058.10,ENSG00000143374.13,ENSG00000162852.12
1108,ENSG00000028116.15,ENSG00000145191.10,ENSG00000163344.5
1109,ENSG00000109572.12,ENSG00000165476.11,ENSG00000091640.6
1110,ENSG00000214413.6,ENSG00000040341.16,ENSG00000124789.10
1111,ENSG00000121988.16,ENSG00000163877.9,ENSG00000087152.14
1112,ENSG00000137947.10,ENSG00000126003.6,ENSG00000189306.9
1113,ENSG00000111707.10,ENSG00000174579.3,ENSG00000157350.11
1114,ENSG00000136710.8,ENSG00000161813.19,ENSG00000116198.11
1115,ENSG00000175073.7,ENSG00000167775.9,ENSG00000197265.7
1116,ENSG00000089820.14,ENSG00000117036.10,ENSG00000106330.10
1117,ENSG00000189266.10,ENSG00000196150.12,ENSG00000101596.13
1118,ENSG00000189164.13,ENSG00000137074.17,ENSG00000104312.7
1119,ENSG00000130382.8,ENSG00000177054.12,ENSG00000124733.3
1120,ENSG00000171861.9,ENSG00000148143.11,ENSG00000158711.12
1121,ENSG00000007541.13,ENSG00000132623.14,ENSG00000171161.11
1122,ENSG00000132394.9,ENSG00000165997.4,ENSG00000130706.11
1123,ENSG00000154814.12,ENSG00000013573.15,ENSG00000105865.9
1124,ENSG00000140694.15,ENSG00000082213.16,ENSG00000140632.15
1125,ENSG00000138399.16,ENSG00000130511.14,ENSG00000147224.9
1126,ENSG00000163348.3,ENSG00000164975.14,ENSG00000145916.17
1127,ENSG00000180921.6,ENSG00000116095.9,ENSG00000184436.10
1128,ENSG00000198000.10,ENSG00000168813.15,ENSG00000174796.11
1129,ENSG00000077097.12,ENSG00000093000.17,ENSG00000149499.10
1130,ENSG00000188419.12,ENSG00000177303.8,ENSG00000177058.10
1131,ENSG00000145365.10,ENSG00000166199.11,ENSG00000028116.15
1132,ENSG00000181220.14,ENSG00000130699.15,ENSG00000109572.12
1133,ENSG00000082068.7,ENSG00000131504.14,ENSG00000214413.6
1134,ENSG00000148572.13,ENSG00000113161.14,ENSG00000121988.16
1135,ENSG00000144320.12,ENSG00000204536.12,ENSG00000137947.10
1136,ENSG00000172375.11,ENSG00000138018.16,ENSG00000111707.10
1137,ENSG00000166266.12,ENSG00000120519.13,ENSG00000136710.8
1138,ENSG00000155755.17,ENSG00000160072.18,ENSG00000089159.14
1139,ENSG00000112624.11,ENSG00000133250.12,ENSG00000175073.7
1140,ENSG00000170604.4,ENSG00000152942.17,ENSG00000189266.10
1141,ENSG00000145868.15,ENSG00000145725.18,ENSG00000189164.13
1142,ENSG00000159259.7,ENSG00000137955.14,ENSG00000130382.8
1143,ENSG00000096070.18,ENSG00000148057.14,ENSG00000171861.9
1144,ENSG00000081923.9,ENSG00000125944.17,ENSG00000007541.13
1145,ENSG00000017260.18,ENSG00000118600.10,ENSG00000132394.9
1146,ENSG00000137478.13,ENSG00000214367.6,ENSG00000154814.12
1147,ENSG00000196792.10,ENSG00000133121.19,ENSG00000140694.15
1148,ENSG00000172785.17,ENSG00000196950.12,ENSG00000138399.16
1149,ENSG00000159082.16,ENSG00000153944.9,ENSG00000143155.11
1150,ENSG00000176058.10,ENSG00000178202.11,ENSG00000181915.4
1151,ENSG00000170312.14,ENSG00000139579.11,ENSG00000163348.3
1152,ENSG00000074266.16,ENSG00000156521.12,ENSG00000171206.12
1153,ENSG00000163738.17,ENSG00000110395.4,ENSG00000198000.10
1154,ENSG00000143374.13,ENSG00000174744.12,ENSG00000077097.12
1155,ENSG00000145191.10,ENSG00000180448.9,ENSG00000188419.12
1156,ENSG00000165476.11,ENSG00000138459.7,ENSG00000181220.14
1157,ENSG00000040341.16,ENSG00000197442.9,ENSG00000143436.9
1158,ENSG00000126003.6,ENSG00000132467.3,ENSG00000082068.7
1159,ENSG00000174579.3,ENSG00000147894.13,ENSG00000148572.13
1160,ENSG00000161813.19,ENSG00000166197.15,ENSG00000144320.12
1161,ENSG00000167775.9,ENSG00000162819.10,ENSG00000172375.11
1162,ENSG00000117036.10,ENSG00000103222.17,ENSG00000166266.12
1163,ENSG00000196150.12,ENSG00000108588.12,ENSG00000112624.11
1164,ENSG00000137074.17,ENSG00000123374.9,ENSG00000170604.4
1165,ENSG00000177054.12,ENSG00000165060.10,ENSG00000145868.15
1166,ENSG00000132623.14,ENSG00000168461.11,ENSG00000096070.18
1167,ENSG00000165997.4,ENSG00000070018.7,ENSG00000017260.18
1168,ENSG00000082213.16,ENSG00000215717.5,ENSG00000137478.13
1169,ENSG00000130511.14,ENSG00000076826.8,ENSG00000196792.10
1170,ENSG00000116095.9,ENSG00000156709.12,ENSG00000172785.17
1171,ENSG00000168813.15,ENSG00000104980.6,ENSG00000159082.16
1172,ENSG00000093000.17,ENSG00000132005.7,ENSG00000100294.11
1173,ENSG00000166199.11,ENSG00000144228.7,ENSG00000074266.16
1174,ENSG00000130699.15,ENSG00000108406.8,ENSG00000163738.17
1175,ENSG00000131504.14,ENSG00000274523.3,ENSG00000143374.13
1176,ENSG00000204536.12,ENSG00000100994.10,ENSG00000145191.10
1177,ENSG00000138018.16,ENSG00000146918.18,ENSG00000165476.11
1178,ENSG00000120519.13,ENSG00000064933.15,ENSG00000040341.16
1179,ENSG00000133250.12,ENSG00000133265.9,ENSG00000163877.9
1180,ENSG00000152942.17,ENSG00000168566.11,ENSG00000126003.6
1181,ENSG00000145725.18,ENSG00000196072.10,ENSG00000174579.3
1182,ENSG00000148057.14,ENSG00000099821.12,ENSG00000161813.19
1183,ENSG00000118600.10,ENSG00000096968.11,ENSG00000167775.9
1184,ENSG00000214367.6,ENSG00000180628.13,ENSG00000117036.10
1185,ENSG00000133121.19,ENSG00000104524.12,ENSG00000196150.12
1186,ENSG00000178202.11,ENSG00000085274.14,ENSG00000137074.17
1187,ENSG00000139579.11,ENSG00000070413.17,ENSG00000177054.12
1188,ENSG00000156521.12,ENSG00000113971.17,ENSG00000165997.4
1189,ENSG00000110395.4,ENSG00000091073.18,ENSG00000082213.16
