,ig_rank,saliency_rank,gs_rank
1190,ENSG00000174744.12,ENSG00000053501.11,ENSG00000130511.14
1191,ENSG00000180448.9,ENSG00000169288.16,ENSG00000164975.14
1192,ENSG00000138459.7,ENSG00000211450.8,ENSG00000116095.9
1193,ENSG00000132467.3,ENSG00000205643.9,ENSG00000168813.15
1194,ENSG00000147894.13,ENSG00000183258.10,ENSG00000093000.17
1195,ENSG00000166197.15,ENSG00000145439.10,ENSG00000177303.8
1196,ENSG00000162819.10,ENSG00000123728.8,ENSG00000166199.11
1197,ENSG00000103222.17,ENSG00000103502.12,ENSG00000130699.15
1198,ENSG00000123374.9,ENSG00000273559.3,ENSG00000131504.14
1199,ENSG00000165060.10,ENSG00000139718.9,ENSG00000204536.12
1200,ENSG00000168461.11,ENSG00000109917.9,ENSG00000138018.16
1201,ENSG00000070018.7,ENSG00000143570.16,ENSG00000120519.13
1202,ENSG00000076826.8,ENSG00000004975.10,ENSG00000133250.12
1203,ENSG00000156709.12,ENSG00000185800.10,ENSG00000152942.17
1204,ENSG00000132005.7,ENSG00000242802.5,ENSG00000145725.18
1205,ENSG00000144228.7,ENSG00000183323.11,ENSG00000137955.14
1206,ENSG00000108406.8,ENSG00000134371.9,ENSG00000148057.14
1207,ENSG00000274523.3,ENSG00000136824.17,ENSG00000125944.17
1208,ENSG00000146918.18,ENSG00000160055.18,ENSG00000118600.10
1209,ENSG00000064933.15,ENSG00000123545.5,ENSG00000214367.6
1210,ENSG00000133265.9,ENSG00000173706.11,ENSG00000139579.11
1211,ENSG00000196072.10,ENSG00000110497.13,ENSG00000156521.12
1212,ENSG00000099821.12,ENSG00000141429.12,ENSG00000110395.4
1213,ENSG00000096968.11,ENSG00000145555.13,ENSG00000174744.12
1214,ENSG00000104524.12,ENSG00000167487.10,ENSG00000180448.9
1215,ENSG00000085274.14,ENSG00000139163.14,ENSG00000138459.7
1216,ENSG00000113971.17,ENSG00000140043.10,ENSG00000132467.3
1217,ENSG00000091073.18,ENSG00000170265.10,ENSG00000147894.13
1218,ENSG00000053501.11,ENSG00000100578.13,ENSG00000166197.15
1219,ENSG00000169288.16,ENSG00000003509.14,ENSG00000162819.10
1220,ENSG00000211450.8,ENSG00000113312.9,ENSG00000103222.17
1221,ENSG00000205643.9,ENSG00000108239.8,ENSG00000108588.12
1222,ENSG00000183258.10,ENSG00000112339.13,ENSG00000165060.10
1223,ENSG00000145439.10,ENSG00000108666.8,ENSG00000070018.7
1224,ENSG00000123728.8,ENSG00000204304.10,ENSG00000215717.5
1225,ENSG00000273559.3,ENSG00000196937.9,ENSG00000156709.12
1226,ENSG00000139718.9,ENSG00000009844.14,ENSG00000104980.6
1227,ENSG00000109917.9,ENSG00000155438.10,ENSG00000132005.7
1228,ENSG00000143570.16,ENSG00000125651.12,ENSG00000108406.8
1229,ENSG00000004975.10,ENSG00000131732.10,ENSG00000274523.3
1230,ENSG00000185800.10,ENSG00000072864.11,ENSG00000146918.18
1231,ENSG00000242802.5,ENSG00000143373.16,ENSG00000064933.15
1232,ENSG00000183323.11,ENSG00000164134.11,ENSG00000133265.9
1233,ENSG00000136824.17,ENSG00000175216.13,ENSG00000168566.11
1234,ENSG00000160055.18,ENSG00000184708.16,ENSG00000196072.10
1235,ENSG00000123545.5,ENSG00000184178.14,ENSG00000099821.12
1236,ENSG00000110497.13,ENSG00000142444.6,ENSG00000096968.11
1237,ENSG00000141429.12,ENSG00000011405.12,ENSG00000180628.13
1238,ENSG00000167487.10,ENSG00000167635.10,ENSG00000085274.14
1239,ENSG00000139163.14,ENSG00000162378.11,ENSG00000070413.17
1240,ENSG00000140043.10,ENSG00000051128.17,ENSG00000113971.17
1241,ENSG00000170265.10,ENSG00000135622.11,ENSG00000053501.11
1242,ENSG00000100578.13,ENSG00000156858.10,ENSG00000169288.16
1243,ENSG00000003509.14,ENSG00000118690.11,ENSG00000211450.8
1244,ENSG00000113312.9,ENSG00000036549.11,ENSG00000205643.9
1245,ENSG00000108239.8,ENSG00000158545.14,ENSG00000183258.10
1246,ENSG00000112339.13,ENSG00000197451.9,ENSG00000145439.10
1247,ENSG00000108666.8,ENSG00000172046.17,ENSG00000123728.8
1248,ENSG00000196937.9,ENSG00000001497.15,ENSG00000103502.12
1249,ENSG00000009844.14,ENSG00000136273.10,ENSG00000273559.3
1250,ENSG00000155438.10,ENSG00000159023.17,ENSG00000139718.9
1251,ENSG00000125651.12,ENSG00000078687.15,ENSG00000109917.9
1252,ENSG00000131732.10,ENSG00000047932.12,ENSG00000143570.16
1253,ENSG00000072864.11,ENSG00000089234.14,ENSG00000004975.10
1254,ENSG00000143373.16,ENSG00000148606.11,ENSG00000185800.10
1255,ENSG00000164134.11,ENSG00000152404.14,ENSG00000242802.5
1256,ENSG00000175216.13,ENSG00000198919.11,ENSG00000134371.9
1257,ENSG00000184708.16,ENSG00000166411.12,ENSG00000160055.18
1258,ENSG00000184178.14,ENSG00000106460.17,ENSG00000123545.5
1259,ENSG00000142444.6,ENSG00000105486.12,ENSG00000110497.13
1260,ENSG00000011405.12,ENSG00000178607.14,ENSG00000141429.12
1261,ENSG00000167635.10,ENSG00000165916.7,ENSG00000167487.10
1262,ENSG00000162378.11,ENSG00000144048.9,ENSG00000139163.14
1263,ENSG00000135622.11,ENSG00000101336.11,ENSG00000140043.10
1264,ENSG00000118690.11,ENSG00000078142.10,ENSG00000170265.10
1265,ENSG00000036549.11,ENSG00000116584.16,ENSG00000100578.13
1266,ENSG00000197451.9,ENSG00000119227.6,ENSG00000003509.14
1267,ENSG00000172046.17,ENSG00000167985.5,ENSG00000113312.9
1268,ENSG00000001497.15,ENSG00000121989.13,ENSG00000108239.8
1269,ENSG00000136273.10,ENSG00000116161.16,ENSG00000112339.13
1270,ENSG00000159023.17,ENSG00000146963.16,ENSG00000108666.8
1271,ENSG00000078687.15,ENSG00000104660.16,ENSG00000204304.10
1272,ENSG00000047932.12,ENSG00000119906.10,ENSG00000196937.9
1273,ENSG00000089234.14,ENSG00000167680.14,ENSG00000009844.14
1274,ENSG00000148606.11,ENSG00000005100.11,ENSG00000155438.10
1275,ENSG00000152404.14,ENSG00000100796.16,ENSG00000125651.12
1276,ENSG00000198919.11,ENSG00000165406.14,ENSG00000131732.10
1277,ENSG00000166411.12,ENSG00000071282.10,ENSG00000143373.16
1278,ENSG00000106460.17,ENSG00000178078.10,ENSG00000164134.11
1279,ENSG00000105486.12,ENSG00000164117.11,ENSG00000175216.13
1280,ENSG00000178607.14,ENSG00000149716.11,ENSG00000184708.16
1281,ENSG00000165916.7,ENSG00000138035.13,ENSG00000184178.14
1282,ENSG00000144048.9,ENSG00000102786.13,ENSG00000142444.6
1283,ENSG00000101336.11,ENSG00000110066.13,ENSG00000011405.12
1284,ENSG00000078142.10,ENSG00000188177.12,ENSG00000167635.10
1285,ENSG00000116584.16,ENSG00000055147.16,ENSG00000162378.11
1286,ENSG00000119227.6,ENSG00000104626.13,ENSG00000156858.10
1287,ENSG00000167985.5,ENSG00000214113.9,ENSG00000118690.11
1288,ENSG00000121989.13,ENSG00000171421.11,ENSG00000036549.11
1289,ENSG00000146963.16,ENSG00000213341.9,ENSG00000158545.14
1290,ENSG00000104660.16,ENSG00000219545.8,ENSG00000197451.9
1291,ENSG00000119906.10,ENSG00000165716.8,ENSG00000172046.17
1292,ENSG00000005100.11,ENSG00000103353.14,ENSG00000001497.15
1293,ENSG00000100796.16,ENSG00000128185.8,ENSG00000136273.10
1294,ENSG00000165406.14,ENSG00000163818.15,ENSG00000159023.17
1295,ENSG00000071282.10,ENSG00000100304.12,ENSG00000078687.15
1296,ENSG00000178078.10,ENSG00000121774.16,ENSG00000047932.12
1297,ENSG00000164117.11,ENSG00000069956.10,ENSG00000089234.14
1298,ENSG00000149716.11,ENSG00000037749.10,ENSG00000148606.11
1299,ENSG00000138035.13,ENSG00000125821.10,ENSG00000198919.11
1300,ENSG00000102786.13,ENSG00000197586.11,ENSG00000166411.12
1301,ENSG00000110066.13,ENSG00000131043.10,ENSG00000106460.17
1302,ENSG00000188177.12,ENSG00000127452.7,ENSG00000105486.12
1303,ENSG00000055147.16,ENSG00000101945.15,ENSG00000178607.14
1304,ENSG00000104626.13,ENSG00000113838.11,ENSG00000165916.7
1305,ENSG00000171421.11,ENSG00000186283.12,ENSG00000144048.9
1306,ENSG00000213341.9,ENSG00000148737.14,ENSG00000078142.10
1307,ENSG00000219545.8,ENSG00000136100.11,ENSG00000116584.16
1308,ENSG00000165716.8,ENSG00000104915.13,ENSG00000167985.5
1309,ENSG00000103353.14,ENSG00000122550.16,ENSG00000121989.13
1310,ENSG00000128185.8,ENSG00000187164.16,ENSG00000116161.16
1311,ENSG00000163818.15,ENSG00000112149.8,ENSG00000146963.16
1312,ENSG00000100304.12,ENSG00000106290.13,ENSG00000104660.16
1313,ENSG00000121774.16,ENSG00000155252.13,ENSG00000119906.10
1314,ENSG00000069956.10,ENSG00000115020.15,ENSG00000005100.11
1315,ENSG00000037749.10,ENSG00000155324.8,ENSG00000100796.16
1316,ENSG00000125821.10,ENSG00000215114.6,ENSG00000165406.14
1317,ENSG00000197586.11,ENSG00000204394.11,ENSG00000164117.11
1318,ENSG00000131043.10,ENSG00000168769.11,ENSG00000149716.11
1319,ENSG00000127452.7,ENSG00000158062.19,ENSG00000138035.13
1320,ENSG00000101945.15,ENSG00000168522.11,ENSG00000102786.13
1321,ENSG00000113838.11,ENSG00000170632.12,ENSG00000110066.13
1322,ENSG00000186283.12,ENSG00000186272.11,ENSG00000188177.12
1323,ENSG00000148737.14,ENSG00000112365.4,ENSG00000055147.16
1324,ENSG00000136100.11,ENSG00000198818.8,ENSG00000104626.13
1325,ENSG00000104915.13,ENSG00000028839.8,ENSG00000214113.9
1326,ENSG00000122550.16,ENSG00000059758.6,ENSG00000171421.11
1327,ENSG00000187164.16,ENSG00000104643.8,ENSG00000213341.9
1328,ENSG00000106290.13,ENSG00000163159.10,ENSG00000219545.8
1329,ENSG00000155252.13,ENSG00000170296.8,ENSG00000103353.14
1330,ENSG00000115020.15,ENSG00000130589.15,ENSG00000128185.8
1331,ENSG00000155324.8,ENSG00000085872.13,ENSG00000163818.15
1332,ENSG00000215114.6,ENSG00000173011.11,ENSG00000121774.16
1333,ENSG00000168769.11,ENSG00000163517.13,ENSG00000069956.10
1334,ENSG00000158062.19,ENSG00000158480.9,ENSG00000125821.10
1335,ENSG00000168522.11,ENSG00000183617.4,ENSG00000197586.11
1336,ENSG00000170632.12,ENSG00000144306.12,ENSG00000131043.10
1337,ENSG00000186272.11,ENSG00000014138.7,ENSG00000127452.7
1338,ENSG00000112365.4,ENSG00000145675.13,ENSG00000101945.15
1339,ENSG00000198818.8,ENSG00000256269.5,ENSG00000113838.11
1340,ENSG00000028839.8,ENSG00000065526.9,ENSG00000186283.12
1341,ENSG00000059758.6,ENSG00000141698.15,ENSG00000148737.14
1342,ENSG00000104643.8,ENSG00000187764.10,ENSG00000136100.11
1343,ENSG00000163159.10,ENSG00000092531.8,ENSG00000104915.13
1344,ENSG00000170296.8,ENSG00000129347.18,ENSG00000122550.16
1345,ENSG00000085872.13,ENSG00000249115.7,ENSG00000106290.13
1346,ENSG00000173011.11,ENSG00000163257.9,ENSG00000155252.13
1347,ENSG00000158480.9,ENSG00000101460.11,ENSG00000115020.15
1348,ENSG00000183617.4,ENSG00000085733.14,ENSG00000215114.6
1349,ENSG00000144306.12,ENSG00000101079.19,ENSG00000204394.11
1350,ENSG00000014138.7,ENSG00000152242.9,ENSG00000168769.11
1351,ENSG00000145675.13,ENSG00000155744.8,ENSG00000168522.11
1352,ENSG00000256269.5,ENSG00000275835.3,ENSG00000170632.12
1353,ENSG00000065526.9,ENSG00000257727.4,ENSG00000186272.11
1354,ENSG00000141698.15,ENSG00000137133.9,ENSG00000112365.4
1355,ENSG00000187764.10,ENSG00000136381.11,ENSG00000198818.8
1356,ENSG00000092531.8,ENSG00000128000.14,ENSG00000028839.8
1357,ENSG00000129347.18,ENSG00000126091.18,ENSG00000059758.6
1358,ENSG00000249115.7,ENSG00000104218.12,ENSG00000104643.8
1359,ENSG00000163257.9,ENSG00000001617.10,ENSG00000163159.10
1360,ENSG00000101460.11,ENSG00000145214.12,ENSG00000170296.8
1361,ENSG00000101079.19,ENSG00000120868.12,ENSG00000085872.13
1362,ENSG00000152242.9,ENSG00000198964.12,ENSG00000173011.11
1363,ENSG00000155744.8,ENSG00000103248.16,ENSG00000158480.9
1364,ENSG00000275835.3,ENSG00000126903.14,ENSG00000183617.4
1365,ENSG00000257727.4,ENSG00000100150.15,ENSG00000144306.12
1366,ENSG00000137133.9,ENSG00000244462.6,ENSG00000014138.7
1367,ENSG00000136381.11,ENSG00000138443.14,ENSG00000145675.13
1368,ENSG00000128000.14,ENSG00000023445.12,ENSG00000256269.5
1369,ENSG00000126091.18,ENSG00000132423.9,ENSG00000065526.9
1370,ENSG00000104218.12,ENSG00000164008.12,ENSG00000141698.15
1371,ENSG00000001617.10,ENSG00000100580.7,ENSG00000187764.10
1372,ENSG00000145214.12,ENSG00000138078.14,ENSG00000092531.8
1373,ENSG00000120868.12,ENSG00000119559.14,ENSG00000129347.18
1374,ENSG00000198964.12,ENSG00000180008.8,ENSG00000249115.7
1375,ENSG00000103248.16,ENSG00000083312.16,ENSG00000163257.9
1376,ENSG00000126903.14,ENSG00000074603.17,ENSG00000085733.14
1377,ENSG00000100150.15,ENSG00000184489.10,ENSG00000101079.19
1378,ENSG00000244462.6,ENSG00000104671.6,ENSG00000152242.9
1379,ENSG00000138443.14,ENSG00000114520.9,ENSG00000155744.8
1380,ENSG00000132423.9,ENSG00000187049.8,ENSG00000275835.3
1381,ENSG00000164008.12,ENSG00000113504.18,ENSG00000257727.4
1382,ENSG00000100580.7,ENSG00000185340.14,ENSG00000137133.9
1383,ENSG00000138078.14,ENSG00000163161.11,ENSG00000136381.11
1384,ENSG00000119559.14,ENSG00000103932.10,ENSG00000128000.14
1385,ENSG00000180008.8,ENSG00000147905.16,ENSG00000126091.18
1386,ENSG00000083312.16,ENSG00000069943.8,ENSG00000104218.12
1387,ENSG00000074603.17,ENSG00000166073.7,ENSG00000145214.12
1388,ENSG00000184489.10,ENSG00000174738.11,ENSG00000120868.12
1389,ENSG00000104671.6,ENSG00000241839.8,ENSG00000198964.12
1390,ENSG00000114520.9,ENSG00000186908.13,ENSG00000103248.16
1391,ENSG00000187049.8,ENSG00000112855.13,ENSG00000126903.14
1392,ENSG00000185340.14,ENSG00000134690.9,ENSG00000100150.15
1393,ENSG00000163161.11,ENSG00000169592.13,ENSG00000244462.6
1394,ENSG00000103932.10,ENSG00000128908.14,ENSG00000138443.14
1395,ENSG00000147905.16,ENSG00000187325.4,ENSG00000132423.9
1396,ENSG00000069943.8,ENSG00000166797.9,ENSG00000164008.12
1397,ENSG00000166073.7,ENSG00000173846.11,ENSG00000100580.7
1398,ENSG00000174738.11,ENSG00000135537.15,ENSG00000138078.14
1399,ENSG00000241839.8,ENSG00000137055.13,ENSG00000119559.14
1400,ENSG00000186908.13,ENSG00000105373.17,ENSG00000180008.8
1401,ENSG00000112855.13,ENSG00000123213.21,ENSG00000083312.16
1402,ENSG00000134690.9,ENSG00000103496.13,ENSG00000074603.17
1403,ENSG00000169592.13,ENSG00000127837.8,ENSG00000104671.6
1404,ENSG00000128908.14,ENSG00000139826.5,ENSG00000114520.9
1405,ENSG00000187325.4,ENSG00000103653.15,ENSG00000187049.8
1406,ENSG00000166797.9,ENSG00000105835.10,ENSG00000185340.14
1407,ENSG00000173846.11,ENSG00000136169.15,ENSG00000163161.11
1408,ENSG00000135537.15,ENSG00000122565.17,ENSG00000103932.10
1409,ENSG00000137055.13,ENSG00000165416.13,ENSG00000147905.16
1410,ENSG00000123213.21,ENSG00000163900.9,ENSG00000069943.8
1411,ENSG00000103496.13,ENSG00000183751.13,ENSG00000174738.11
1412,ENSG00000127837.8,ENSG00000108106.12,ENSG00000241839.8
1413,ENSG00000139826.5,ENSG00000102595.17,ENSG00000186908.13
1414,ENSG00000103653.15,ENSG00000237765.5,ENSG00000112855.13
1415,ENSG00000105835.10,ENSG00000158290.15,ENSG00000169592.13
1416,ENSG00000136169.15,ENSG00000168283.12,ENSG00000128908.14
1417,ENSG00000122565.17,ENSG00000009413.14,ENSG00000187325.4
1418,ENSG00000165416.13,ENSG00000125503.11,ENSG00000166797.9
1419,ENSG00000163900.9,ENSG00000203880.10,ENSG00000173846.11
1420,ENSG00000183751.13,ENSG00000066135.11,ENSG00000135537.15
1421,ENSG00000108106.12,ENSG00000106049.7,ENSG00000137055.13
1422,ENSG00000102595.17,ENSG00000160785.12,ENSG00000105373.17
1423,ENSG00000237765.5,ENSG00000146109.4,ENSG00000123213.21
1424,ENSG00000158290.15,ENSG00000175768.11,ENSG00000103496.13
1425,ENSG00000168283.12,ENSG00000198901.12,ENSG00000127837.8
1426,ENSG00000009413.14,ENSG00000123600.17,ENSG00000139826.5
1427,ENSG00000203880.10,ENSG00000179119.13,ENSG00000103653.15
1428,ENSG00000066135.11,ENSG00000122870.10,ENSG00000136169.15
1429,ENSG00000160785.12,ENSG00000167625.9,ENSG00000122565.17
1430,ENSG00000146109.4,ENSG00000165244.6,ENSG00000165416.13
1431,ENSG00000175768.11,ENSG00000204217.11,ENSG00000163900.9
1432,ENSG00000198901.12,ENSG00000165675.15,ENSG00000183751.13
1433,ENSG00000123600.17,ENSG00000140525.16,ENSG00000102595.17
1434,ENSG00000179119.13,ENSG00000170892.9,ENSG00000237765.5
1435,ENSG00000122870.10,ENSG00000079974.16,ENSG00000158290.15
1436,ENSG00000167625.9,ENSG00000153250.16,ENSG00000168283.12
1437,ENSG00000165244.6,ENSG00000114166.7,ENSG00000009413.14
1438,ENSG00000204217.11,ENSG00000198954.5,ENSG00000125503.11
1439,ENSG00000165675.15,ENSG00000110047.16,ENSG00000203880.10
1440,ENSG00000140525.16,ENSG00000204977.8,ENSG00000066135.11
1441,ENSG00000170892.9,ENSG00000164091.10,ENSG00000106049.7
1442,ENSG00000079974.16,ENSG00000171703.15,ENSG00000160785.12
1443,ENSG00000153250.16,ENSG00000113273.14,ENSG00000146109.4
1444,ENSG00000114166.7,ENSG00000110583.11,ENSG00000175768.11
1445,ENSG00000198954.5,ENSG00000176102.10,ENSG00000123600.17
1446,ENSG00000110047.16,ENSG00000160803.7,ENSG00000179119.13
1447,ENSG00000204977.8,ENSG00000102241.10,ENSG00000167625.9
1448,ENSG00000164091.10,ENSG00000048649.12,ENSG00000204217.11
1449,ENSG00000171703.15,ENSG00000175324.8,ENSG00000165675.15
1450,ENSG00000113273.14,ENSG00000165055.14,ENSG00000170892.9
1451,ENSG00000110583.11,ENSG00000065268.9,ENSG00000079974.16
1452,ENSG00000176102.10,ENSG00000172765.15,ENSG00000153250.16
1453,ENSG00000160803.7,ENSG00000204356.10,ENSG00000114166.7
1454,ENSG00000102241.10,ENSG00000070367.14,ENSG00000198954.5
1455,ENSG00000048649.12,ENSG00000161618.8,ENSG00000110047.16
1456,ENSG00000175324.8,ENSG00000240065.6,ENSG00000204977.8
1457,ENSG00000165055.14,ENSG00000184047.14,ENSG00000164091.10
1458,ENSG00000065268.9,ENSG00000143390.16,ENSG00000171703.15
1459,ENSG00000172765.15,ENSG00000101109.10,ENSG00000113273.14
1460,ENSG00000204356.10,ENSG00000170836.10,ENSG00000110583.11
1461,ENSG00000070367.14,ENSG00000188807.11,ENSG00000176102.10
1462,ENSG00000240065.6,ENSG00000104320.12,ENSG00000160803.7
1463,ENSG00000184047.14,ENSG00000135905.17,ENSG00000102241.10
1464,ENSG00000101109.10,ENSG00000162337.10,ENSG00000048649.12
1465,ENSG00000170836.10,ENSG00000154174.7,ENSG00000175324.8
1466,ENSG00000188807.11,ENSG00000138629.14,ENSG00000165055.14
1467,ENSG00000104320.12,ENSG00000187522.12,ENSG00000065268.9
1468,ENSG00000135905.17,ENSG00000146463.10,ENSG00000172765.15
1469,ENSG00000162337.10,ENSG00000116747.11,ENSG00000204356.10
1470,ENSG00000154174.7,ENSG00000164163.9,ENSG00000070367.14
1471,ENSG00000138629.14,ENSG00000158985.12,ENSG00000161618.8
1472,ENSG00000187522.12,ENSG00000147548.15,ENSG00000184047.14
1473,ENSG00000146463.10,ENSG00000137413.14,ENSG00000143390.16
1474,ENSG00000116747.11,ENSG00000136444.8,ENSG00000101109.10
1475,ENSG00000164163.9,ENSG00000118689.13,ENSG00000170836.10
1476,ENSG00000158985.12,ENSG00000158669.10,ENSG00000188807.11
1477,ENSG00000147548.15,ENSG00000160325.13,ENSG00000104320.12
1478,ENSG00000137413.14,ENSG00000160551.8,ENSG00000162337.10
1479,ENSG00000118689.13,ENSG00000164066.11,ENSG00000154174.7
1480,ENSG00000160325.13,ENSG00000134444.12,ENSG00000138629.14
1481,ENSG00000160551.8,ENSG00000153774.7,ENSG00000187522.12
1482,ENSG00000164066.11,ENSG00000122882.9,ENSG00000146463.10
1483,ENSG00000134444.12,ENSG00000096063.13,ENSG00000116747.11
1484,ENSG00000153774.7,ENSG00000108651.8,ENSG00000164163.9
1485,ENSG00000122882.9,ENSG00000135632.10,ENSG00000158985.12
1486,ENSG00000096063.13,ENSG00000134461.14,ENSG00000147548.15
1487,ENSG00000108651.8,ENSG00000163811.10,ENSG00000137413.14
1488,ENSG00000135632.10,ENSG00000071189.20,ENSG00000136444.8
1489,ENSG00000134461.14,ENSG00000113141.14,ENSG00000118689.13
1490,ENSG00000163811.10,ENSG00000143319.15,ENSG00000158669.10
1491,ENSG00000071189.20,ENSG00000166377.18,ENSG00000160325.13
1492,ENSG00000113141.14,ENSG00000170385.9,ENSG00000160551.8
1493,ENSG00000143319.15,ENSG00000085760.13,ENSG00000134444.12
1494,ENSG00000166377.18,ENSG00000153201.14,ENSG00000153774.7
1495,ENSG00000170385.9,ENSG00000221838.8,ENSG00000122882.9
1496,ENSG00000085760.13,ENSG00000184203.6,ENSG00000096063.13
1497,ENSG00000153201.14,ENSG00000110536.12,ENSG00000108651.8
1498,ENSG00000221838.8,ENSG00000147133.14,ENSG00000135632.10
1499,ENSG00000184203.6,ENSG00000137411.15,ENSG00000134461.14
1500,ENSG00000110536.12,ENSG00000087995.14,ENSG00000163811.10
1501,ENSG00000147133.14,ENSG00000165733.7,ENSG00000071189.20
1502,ENSG00000137411.15,ENSG00000171150.7,ENSG00000113141.14
1503,ENSG00000087995.14,ENSG00000025772.7,ENSG00000143319.15
1504,ENSG00000165733.7,ENSG00000144647.5,ENSG00000166377.18
1505,ENSG00000171150.7,ENSG00000076604.13,ENSG00000170385.9
1506,ENSG00000025772.7,ENSG00000064932.14,ENSG00000085760.13
1507,ENSG00000144647.5,ENSG00000151116.15,ENSG00000153201.14
1508,ENSG00000076604.13,ENSG00000099800.6,ENSG00000221838.8
1509,ENSG00000151116.15,ENSG00000176731.10,ENSG00000184203.6
1510,ENSG00000099800.6,ENSG00000160062.13,ENSG00000110536.12
1511,ENSG00000176731.10,ENSG00000041802.9,ENSG00000147133.14
1512,ENSG00000160062.13,ENSG00000163939.17,ENSG00000137411.15
1513,ENSG00000041802.9,ENSG00000140854.11,ENSG00000087995.14
1514,ENSG00000163939.17,ENSG00000137200.11,ENSG00000165733.7
1515,ENSG00000140854.11,ENSG00000153936.15,ENSG00000171150.7
1516,ENSG00000137200.11,ENSG00000149781.11,ENSG00000025772.7
1517,ENSG00000153936.15,ENSG00000081386.11,ENSG00000144647.5
1518,ENSG00000149781.11,ENSG00000272391.4,ENSG00000076604.13
1519,ENSG00000081386.11,ENSG00000023902.12,ENSG00000151116.15
1520,ENSG00000272391.4,ENSG00000109445.9,ENSG00000099800.6
1521,ENSG00000023902.12,ENSG00000015153.13,ENSG00000176731.10
1522,ENSG00000109445.9,ENSG00000103494.11,ENSG00000160062.13
1523,ENSG00000015153.13,ENSG00000113441.14,ENSG00000041802.9
1524,ENSG00000103494.11,ENSG00000105325.12,ENSG00000163939.17
1525,ENSG00000113441.14,ENSG00000135974.8,ENSG00000140854.11
1526,ENSG00000105325.12,ENSG00000244005.11,ENSG00000137200.11
1527,ENSG00000135974.8,ENSG00000160404.16,ENSG00000153936.15
1528,ENSG00000244005.11,ENSG00000164168.6,ENSG00000081386.11
1529,ENSG00000160404.16,ENSG00000059122.15,ENSG00000272391.4
1530,ENSG00000164168.6,ENSG00000128641.16,ENSG00000109445.9
1531,ENSG00000059122.15,ENSG00000149639.13,ENSG00000015153.13
1532,ENSG00000128641.16,ENSG00000101224.16,ENSG00000103494.11
1533,ENSG00000149639.13,ENSG00000064703.10,ENSG00000113441.14
1534,ENSG00000101224.16,ENSG00000108771.11,ENSG00000105325.12
1535,ENSG00000064703.10,ENSG00000120137.6,ENSG00000135974.8
1536,ENSG00000108771.11,ENSG00000162729.12,ENSG00000244005.11
1537,ENSG00000120137.6,ENSG00000104412.6,ENSG00000160404.16
1538,ENSG00000104412.6,ENSG00000064313.10,ENSG00000164168.6
1539,ENSG00000064313.10,ENSG00000112640.13,ENSG00000059122.15
1540,ENSG00000112640.13,ENSG00000018408.13,ENSG00000149639.13
1541,ENSG00000129595.11,ENSG00000129595.11,ENSG00000064703.10
1542,ENSG00000168827.13,ENSG00000168827.13,ENSG00000108771.11
1543,ENSG00000166822.11,ENSG00000166822.11,ENSG00000120137.6
1544,ENSG00000102081.12,ENSG00000102081.12,ENSG00000162729.12
1545,ENSG00000138442.8,ENSG00000138442.8,ENSG00000104412.6
1546,ENSG00000085185.14,ENSG00000085185.14,ENSG00000064313.10
1547,ENSG00000138172.9,ENSG00000138172.9,ENSG00000112640.13
1548,ENSG00000165209.17,ENSG00000165209.17,ENSG00000168827.13
1549,ENSG00000064490.12,ENSG00000064490.12,ENSG00000166822.11
1550,ENSG00000137269.13,ENSG00000137269.13,ENSG00000102081.12
1551,ENSG00000117298.13,ENSG00000117298.13,ENSG00000138442.8
1552,ENSG00000198538.9,ENSG00000198538.9,ENSG00000085185.14
1553,ENSG00000134057.13,ENSG00000134057.13,ENSG00000165209.17
1554,ENSG00000078674.16,ENSG00000078674.16,ENSG00000064490.12
1555,ENSG00000162927.12,ENSG00000162927.12,ENSG00000117298.13
1556,ENSG00000134152.9,ENSG00000134152.9,ENSG00000078674.16
1557,ENSG00000125686.10,ENSG00000125686.10,ENSG00000162927.12
1558,ENSG00000060749.13,ENSG00000060749.13,ENSG00000134152.9
1559,ENSG00000127616.16,ENSG00000127616.16,ENSG00000125686.10
1560,ENSG00000123415.13,ENSG00000123415.13,ENSG00000060749.13
1561,ENSG00000166971.15,ENSG00000166971.15,ENSG00000127616.16
1562,ENSG00000225663.6,ENSG00000225663.6,ENSG00000123415.13
1563,ENSG00000114544.14,ENSG00000114544.14,ENSG00000166971.15
1564,ENSG00000197044.9,ENSG00000197044.9,ENSG00000225663.6
1565,ENSG00000188785.10,ENSG00000188785.10,ENSG00000114544.14
1566,ENSG00000148840.9,ENSG00000148840.9,ENSG00000197044.9
1567,ENSG00000114026.20,ENSG00000114026.20,ENSG00000188785.10
1568,ENSG00000116580.17,ENSG00000116580.17,ENSG00000148840.9
1569,ENSG00000152520.12,ENSG00000152520.12,ENSG00000114026.20
1570,ENSG00000088387.16,ENSG00000088387.16,ENSG00000116580.17
1571,ENSG00000129219.12,ENSG00000129219.12,ENSG00000152520.12
1572,ENSG00000174953.12,ENSG00000174953.12,ENSG00000088387.16
1573,ENSG00000135108.13,ENSG00000135108.13,ENSG00000129219.12
1574,ENSG00000100105.16,ENSG00000100105.16,ENSG00000174953.12
1575,ENSG00000085511.18,ENSG00000085511.18,ENSG00000135108.13
1576,ENSG00000102753.8,ENSG00000102753.8,ENSG00000100105.16
1577,ENSG00000122484.8,ENSG00000122484.8,ENSG00000085511.18
